experiment,case,freqs,sum_error_hz,peak_core_energy_ratio,peak_time,final_core_energy_ratio,retention_vs_peak,final_shell_energy_ratio,sum_freq_amp_over_low_amp,high_freq_amp_over_low_amp,score,note
wave_lattice,369_radial_phase_locked,3-6-9,0.0,0.5555980518503365,61.88,0.43374556305101863,0.7806822965014241,0.31108635460426737,0.13113624941033108,0.13113624941033108,0.4906253293870185,"target: 3 rings, 3 frequencies, 120-degree phase cycle"
wave_lattice,369_random_phase,3-6-9,0.0,0.5398212883294502,60.34,0.4344670911771844,0.8048350455405281,0.31707926922303614,0.06292611870751576,0.06292611870751576,0.4618064189302536,"same frequencies, broken phase geometry"
wave_lattice,357_non_sum,3-5-7,0.05500000000000005,0.5305524309575184,59.080000000000005,0.4268987435237834,0.804630642729372,0.3100592908196243,0.07824689798258176,0.05840317171303346,0.2915038607387287,nonlinear control; no f3+f5=f7 match
wave_lattice,4812_exact_sum,4-8-12,0.0,0.4410022402179489,12.32,0.17413193185506884,0.3948549825248411,0.4265342936713826,0.22851135203360087,0.22851135203360087,0.21392305503500839,non-369 exact-sum harmonic triad
wave_lattice,single_6,6-6-6,0.33,0.33112245876010704,13.020000000000001,0.05459135757878866,0.16486757733994228,0.3001004905944639,0.40802186692552656,0.999999877910291,0.025391327556326653,single-frequency control with comparable geometry
