experiment,case,freqs,sum_error_hz,mean_high_mode_energy_frac,peak_high_mode_energy_frac,triad_phase_lock_0_to_1,triad_phase_mismatch_std_rad,score,note
triad_resonator,369_exact_sum,3-6-9,5.551115123125783e-17,0.37762424895963304,0.947087447638785,0.3523959799727796,1.8060428851255426,0.5106975162332476,3 + 6 = 9; target myth case
triad_resonator,369_detuned,3-6.25-9,0.011250000000000038,0.22045391558159452,0.9470662286605536,0.16496997852020934,1.6643595876380184,0.23085140970767296,"same digits idea, broken sum resonance"
triad_resonator,357_non_sum,3-5-7,0.044999999999999984,0.03889776067844543,0.9159117409501617,0.08044093193644536,1.874403849281467,0.0289839536535589,odd-number control; 3 + 5 != 7
triad_resonator,4812_exact_sum,4-8-12,0.0,0.36244319966105804,0.9676937332743782,0.7664567806588609,0.7046065775593989,0.6402402476449693,"non-369 exact sum; tests whether resonance, not numerology, explains it"
triad_resonator,random_non_sum,9.684-5.911-5.372,0.46003499999999997,0.0044339728562264365,0.7944876245358206,0.060665137644083836,1.796666309706509,0.0008397618773575839,random control
