row_type,rows_total,discovery_rows,control_rows,spatial_phase_bridge_candidate_count,spatial_phase_near_miss_count,phase_lock_gt_0p90_found,phase_lock_gt_0p50_found,best_phase_lock_case,best_phase_lock_topology,best_phase_lock,best_bridge_ratio,best_qpm_case,best_qpm_lock,lumped_lock,lumped_bridge_ratio,qpm_outperforms_lumped,phase_mismatch_predicts_failure,controls_dead,controls_mostly_clean,max_control_leakage_score,recommended_next_step,case_id,name,topology,role,source_mode,generated_mode,target_mode,k4,k8,k12,delta_k_448,delta_k_4812,qpm_period_448,qpm_period_4812,qpm_duty_cycle,grating_kind,coupling_sign_pattern,chain_length,cell_count,group_velocity_mismatch_8,group_velocity_mismatch_12,nonlinear_strength_448,nonlinear_strength_4812,coupling_strength,damping_loss,direct_8_drive_present,direct_12_drive_present,target_frequency_injection_present,execution_status,phase_lock_target,phase_lock_generated,bridge_ratio,target_spectral_purity,generated_envelope_cv,target_envelope_cv,max_phase_jump,near_slip_count,target_coherent_growth,target_coherent_power,target_total_power,generated_power,spatial_coherence_length,spatial_target_coherence,spatial_generated_coherence,accumulated_phase_mismatch,qpm_gain_factor,stored_energy_final,stored_energy_peak,drive_work,dissipated_loss,rhs_energy_work,energy_budget_error,energy_budget_clean,control_leakage_score,promotion_category
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s019,sweep_delta_k_4812_+0.00,delta_k_4812_sweep,discovery,4.0,8.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.5,none,uniform,24.0,64,0.04,-0.06,0.06,0.075,0.16,0.045,False,False,False,simulated,0.7585703919443657,0.8843894325277629,0.900056425941749,0.9254650562387403,0.061059180531301334,0.04608765952400525,0.01910369670438694,0.0,61.75699538481727,6.185345564090527e-09,6.683499849501509e-09,6.912316179261501e-09,23.963202925727728,0.9984667885719887,0.9874721057729743,0.0,1.0,17.855633511216002,38.15158451469071,276.747974907149,263.6476734591244,17.855633510827857,1.402520208793638e-12,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s020,sweep_delta_k_448_+0.08,delta_k_448_sweep,discovery,4.0,8.0,12.0,1.0,2.0,3.0,0.08,0.0,0.0,0.0,0.5,none,uniform,24.0,64,0.04,-0.06,0.06,0.075,0.16,0.045,False,False,False,simulated,0.7585580666942965,0.8891451267205791,0.9183881472931004,0.928488395901314,0.05827048641599342,0.04725370238151427,0.019091877930287104,0.0,63.16572130885032,6.3113243672795435e-09,6.797418680879619e-09,7.3381332099329705e-09,23.9694971499694,0.9987290479153916,0.9945391612816463,1.92,0.9213509579888566,17.796472469790338,38.069750973986544,276.7366936249132,263.1126944999079,17.796472469402104,1.402898330201812e-12,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s021,sweep_delta_k_4812_+0.08,delta_k_4812_sweep,discovery,4.0,8.0,12.0,1.0,2.0,3.0,0.0,0.08,0.0,0.0,0.5,none,uniform,24.0,64,0.04,-0.06,0.06,0.075,0.16,0.045,False,False,False,simulated,0.7561152790118573,0.8843848252687041,0.9469000614423405,0.9280167986847728,0.06077860355074434,0.04755796267484458,0.019097408876493027,0.0,64.1318166072085,6.507263240247654e-09,7.012010180710134e-09,6.957103709676427e-09,23.842437237712073,0.9934348849046697,0.9874785246611693,1.92,0.9213509579888566,17.836682659404076,38.12664971302914,276.74970028546676,263.4791705784897,17.836682659015757,1.403140491641734e-12,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s022,sweep_delta_k_448_+0.20,delta_k_448_sweep,discovery,4.0,8.0,12.0,1.0,2.0,3.0,0.2,0.0,0.0,0.0,0.5,none,uniform,24.0,64,0.04,-0.06,0.06,0.075,0.16,0.045,False,False,False,simulated,0.7584716909624394,0.8841770002075023,0.9203211361135607,0.9329603551137736,0.055040460575271614,0.04865035019807192,0.01907620125125664,0.0,64.87514065837048,6.324608205360651e-09,6.779074985013025e-09,7.728743257667479e-09,23.975285782377895,0.9989702409324124,0.9917752084935343,4.800000000000001,0.5151598149138009,17.70982887558217,37.953748651393546,276.7077683678256,262.3424537523165,17.709828875194216,1.4020306813202046e-12,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s023,sweep_delta_k_4812_+0.20,delta_k_4812_sweep,discovery,4.0,8.0,12.0,1.0,2.0,3.0,0.0,0.2,0.0,0.0,0.5,none,uniform,24.0,64,0.04,-0.06,0.06,0.075,0.16,0.045,False,False,False,simulated,0.7455249824311843,0.8843908698667428,0.9960737674678646,0.9319236421029182,0.06030741104939186,0.04963646804030285,0.019098539926847735,0.0,67.5389701681247,6.845193569578531e-09,7.345230081438982e-09,7.027076893347399e-09,23.444086918959126,0.9768369549566303,0.9874806374298983,4.800000000000001,0.5151598149138009,17.802865525688915,38.08626211526938,276.7738342773594,263.1944372287672,17.802865525300877,1.4020040845001558e-12,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s024,sweep_delta_k_448_+0.45,delta_k_448_sweep,discovery,4.0,8.0,12.0,1.0,2.0,3.0,0.45,0.0,0.0,0.0,0.5,none,uniform,24.0,64,0.04,-0.06,0.06,0.075,0.16,0.045,False,False,False,simulated,0.757345515226602,0.8302341063418073,0.8307761869144268,0.9422971962229876,0.05102634581204579,0.049918652479770356,0.01905411784275568,0.0,66.92719960265036,5.709239614734734e-09,6.058852385021514e-09,7.459380811708465e-09,23.95229542460172,0.9980123093584049,0.9374545883239748,10.8,0.36139493210947893,17.53176503840095,37.73423832956804,276.62707423781404,260.8251732725512,17.53176503801318,1.4017718293426233e-12,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s025,sweep_delta_k_4812_+0.45,delta_k_4812_sweep,discovery,4.0,8.0,12.0,1.0,2.0,3.0,0.0,0.45,0.0,0.0,0.5,none,uniform,24.0,64,0.04,-0.06,0.06,0.075,0.16,0.045,False,False,False,simulated,0.6979825260361617,0.8844599411179338,1.00161999290855,0.9405571215744273,0.059239139160319386,0.05316768281285556,0.019129448491477685,0.0,73.82738701574071,6.883308203215078e-09,7.318330854475801e-09,7.1787390557053555e-09,21.82303977845195,0.9092933241021646,0.9874744238488256,10.8,0.36139493210947893,17.712440260593613,37.99177795461043,276.9078630082014,262.48686892983613,17.71244026020674,1.3971172643859601e-12,True,0.0647121085184914,spatial_phase_near_miss
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s026,qpm_period_scale_0.75,quasi_phase_matched_grating,discovery,4.0,8.0,12.0,1.0,2.0,3.0,1.2,1.2,6.544984694978736,6.544984694978736,0.5,square,uniform,24.0,64,0.0,0.0,0.22,0.3,0.2,0.038,False,False,False,simulated,0.742955989989574,0.7772812455973237,14.806895530885694,0.951347475305735,0.0707204621943156,0.15640865806917809,0.0015999081350170918,0.0,1238.159983402507,1.0175558215040513e-07,1.06959428380996e-07,5.074723798275302e-08,17.83417971947809,0.7430908216449205,0.7779186565604082,40.729350596345135,0.06612939649572602,38.00965149262956,79.36821198068472,200.09677470186412,488.9619446277767,38.009651486956905,1.1601421174803016e-11,True,0.0647121085184914,spatial_phase_near_miss
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s027,qpm_period_scale_1.00,quasi_phase_matched_grating,discovery,4.0,8.0,12.0,1.0,2.0,3.0,1.2,1.2,8.726646259971648,8.726646259971648,0.5,square,uniform,24.0,64,0.0,0.0,0.22,0.3,0.2,0.038,False,False,False,simulated,0.5404883898308541,0.476107597844395,0.35016164762533813,0.7864220851860052,0.11200595619992544,0.3779005240295975,0.014827247295532864,0.0,39.182722946922624,2.406372235593804e-09,3.059899106247311e-09,1.5742030619857618e-08,13.069382862036449,0.5445576192515187,0.4817837149883648,40.729350596345135,0.06013816249636559,31.729622964274668,74.16631899442376,196.42489161478758,459.30982954947865,31.729622958625736,1.2298739598900032e-11,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s028,qpm_period_scale_1.25,quasi_phase_matched_grating,discovery,4.0,8.0,12.0,1.0,2.0,3.0,1.2,1.2,10.90830782496456,10.90830782496456,0.5,square,uniform,24.0,64,0.0,0.0,0.22,0.3,0.2,0.038,False,False,False,simulated,0.505797934165182,0.40712020396575793,0.5676243106610094,0.9767696610032218,0.030197537887013588,0.1326327391825578,0.016737521589250903,0.0,73.31072318367649,3.900813783250789e-09,3.9935861431694515e-09,9.482614347372019e-09,12.236097177148665,0.5098373823811944,0.41339248765588044,40.729350596345135,0.05493309831400502,31.75579903474741,74.17358582347813,196.13075602578087,460.48253960409573,31.75579902909837,1.226765759202305e-11,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s029,qpm_period_scale_1.50,quasi_phase_matched_grating,discovery,4.0,8.0,12.0,1.0,2.0,3.0,1.2,1.2,13.089969389957473,13.089969389957473,0.5,square,uniform,24.0,64,0.0,0.0,0.22,0.3,0.2,0.038,False,False,False,simulated,0.5055182353930626,0.40679474889411166,0.7295050718015963,0.9530996186256934,0.026890259418026072,0.10109406603912172,0.017003443879870073,0.0,94.02164251757766,5.013286756025643e-09,5.259981913805055e-09,1.087120943800083e-08,12.2353109982845,0.5098046249285209,0.41290403500752637,40.729350596345135,0.06027188754871545,31.83791041836798,74.17359036822734,196.13135540282835,460.58022287151323,31.837910412719072,1.2264762660954082e-11,True,0.0647121085184914,not_promoted
spatial_phase_matching,,,,,,,,,,,,,,,,,,,,,,s030,qpm_duty_0.33,quasi_phase_matched_grating,discovery,4.0,8.0,12.0,1.0,2.0,3.0,1.2,1.2,5.235987755982989,5.235987755982989,0.33,square,uniform,24.0,64,0.0,0.0,0.22,0.3,0.2,0.038,False,False,False,simulated,0.7137393869671137,0.796141104270633,3.369719376942484,0.8422558171053857,0.05112016443604672,0.12671201737576104,0.005643011429177003,0.0,21.432163616397162,2.31573023642298e-08,2.7494381034749547e-08,4.5660593683076704e-08,17.23758042059982,0.7182325175249925,0.7978839947904692,40.729350596345135,0.5693059767691488,46.03917958450931,91.06192014017444,218.75568367142503,563.3620995939978,46.039179578545486,1.0586134157875855e-11,True,0.0647121085184914,spatial_phase_near_miss
