row_type,case_id,name,probe_kind,role,time_s,v_in,v_q1,v_mid,v_q3,v_raw_pre_extraction,v_post_extraction,i_src,i_bias
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,3.093508319662527e-08,-0.3024906708574262,0.5262178275052223,1.0673409196144378e-08,1.0660366159114742e-08,1.06468363e-08,5.422970810206702e-24,0.006386842722367881,-0.0010093850915054345
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,3.4028591516287795e-08,-1.2058016434142265,1.0620430711052093,1.0673595678284134e-08,1.0660379067193973e-08,1.06468363e-08,-3.1791496013116343e-21,0.018248928745276685,-0.013807353632415928
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,3.712209983595032e-08,-1.0668653508283443,0.9342434439491989,1.0740968767604194e-08,1.0660373704006197e-08,1.06468363e-08,-1.9239124027622885e-19,0.01405412102488958,-0.014652511327092978
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,4.0215608155612845e-08,0.015330691631201702,-1.4259709646727747,2.3067788847378544e-08,1.0660378103316578e-08,1.06468361e-08,-4.824553405976626e-18,-0.002231567384655029,-0.002854923841147953
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,4.330911647527537e-08,1.0558388375907448,-0.9398666118026847,1.1482917569185024e-06,1.0660378170443712e-08,1.0646834523481237e-08,-4.6169188029264036e-17,-0.016946414726567133,0.01219140921821672
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,4.64026247949379e-08,1.1473229719887645,-0.43182386230809877,5.330079029816086e-05,1.0660355828656192e-08,1.0646828972031263e-08,-1.2378212254883653e-16,-0.017260119927145462,0.016825433636957342
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,4.949613311460042e-08,0.2589643881006515,0.32211000845882043,0.0013236008122131846,1.0660389109391629e-08,1.0646822742956279e-08,8.535398834582941e-17,-0.002219161310633018,0.0063700292027528815
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,5.258964143426295e-08,-0.8789769368858843,0.8918813577176374,0.017046453447953667,1.0660362712571061e-08,1.064681580628553e-08,-2.0703117535483015e-17,0.014442392676777953,-0.00891927972771115
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,5.568314975392548e-08,-1.2810641893741939,1.135507424892569,0.11242902492477821,1.0660512901602503e-08,1.064680973756868e-08,-1.0183811577313946e-16,0.018075996403442113,-0.016069666061988678
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,5.8776658073588007e-08,-0.5547473722892284,-0.10508855000409967,0.38346907058677715,1.0680354216274754e-08,1.064682115566232e-08,9.88911042768309e-16,0.0060990425197812535,-0.00962680473148604
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,6.187016639325053e-08,0.6504724330360138,-1.4405176373536108,0.7667310395430048,1.260542908739784e-08,1.0646824060635454e-08,-1.323069299462183e-15,-0.01127262237446954,0.005008209608198851
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,6.496367471291306e-08,1.2477394265452533,-0.7835426201875578,0.9361976182960808,1.276799246565363e-07,1.0646823272237412e-08,7.634896152361075e-16,-0.01935263903771875,0.013818884017788148
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,6.805718303257559e-08,0.7608895110450392,0.04476145946991087,-1.2354140502872442,4.493101301863411e-06,1.064682213839847e-08,-1.7050340885518345e-16,-0.010479583103423755,0.005827364854301238
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,7.115069135223811e-08,-0.38383318262950766,0.6357126699559209,-0.6292595890723846,0.00010788661332913585,1.0646808285615924e-08,-9.06209486475739e-16,0.007612565141481521,-0.013013718029803716
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,7.424419967190063e-08,-1.2344310747395504,1.0912572581302724,-0.3057922804840599,0.0016298078216081945,1.064682896157537e-08,2.532820367256516e-15,0.018528784799595226,-0.018482731869252988
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,7.733770799156317e-08,-1.013664747002103,0.8374612400808453,0.31671848799231045,0.015404511441062719,1.0646900864937853e-08,-1.242981304794251e-15,0.01320190770909302,0.010899315411170387
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,8.043121631122569e-08,0.1033981093063007,-1.552383529198357,0.7351639429736858,0.08866206067237038,1.065403172989709e-08,1.5949527568524889e-13,-0.0034831959617478035,-0.003250095177962377
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,8.352472463088822e-08,1.0998435007752392,-0.8882766732875569,0.8870821687033108,0.3078574905301393,1.1126968468385004e-08,1.1083575610141939e-11,-0.01753697660779683,0.01709194687840521
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,8.661823295055075e-08,1.1129109374751989,-0.3579551884516615,0.31603239027521746,0.668001577614931,3.301329766354699e-08,5.390317400112831e-10,-0.016608020274899913,0.008924147656833695
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,8.971174127021327e-08,0.17720555870019083,0.3496329500766206,-2.049677720100324,0.8899927740660349,7.48236082553713e-07,1.840946678048623e-08,-0.0008920046133506384,-0.004024524819175821
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,9.28052495898758e-08,-0.9397665023793198,0.9381119975376109,-0.05029845677532787,-0.14400042066387184,1.7020907529230127e-05,4.343874245965665e-07,0.0152396877487311,-0.020983971770825255
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,9.589875790953832e-08,-1.2647866969849801,1.1242333499474895,-0.18682858134059238,-1.9790249695913067,0.00027363465777576775,7.016441272979112e-06,0.017700092789644153,0.0032354225625119346
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,9.899226622920084e-08,-0.47280274310550197,-0.3287267419551549,0.6642293055971485,0.5625612725090285,0.0030166709685262127,7.529925701030664e-05,0.0049006878997929285,-0.005627700949771594
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,1.0208577454886338e-07,0.7236624598517059,-1.2565098983526934,0.804434777158115,-0.5947683191598995,0.02252918027265936,0.0005178087075516526,-0.012286459488565308,0.009778272853327209
spice_412_electrical_control_forensics_timeseries,f001,f001_best_lockin_hybrid_p033,best_lockin_hybrid,discovery,1.051792828685259e-07,1.2492637356501224,-0.7196475123522831,0.8502890463502404,0.9528708164053304,0.11224974155203996,0.0021343092854854053,-0.019281037728599085,0.013766084909209223
