row_type,case_id,name,time_s,v_in,v_mid,v_out,i_src,i_bias,cleanup_topology
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.2264808362369337e-07,1.2264808362369337e-07,0.6448586058927439,0.578447452757639,0.4739255405306072,-0.011107800379518657,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.264808362369338e-07,1.264808362369338e-07,0.944164829325056,0.8468738902362546,0.5539033551587005,-0.011235449587224774,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.3031358885017422e-07,1.3031358885017422e-07,0.027655127152640915,-0.16705227228632227,-0.6175736104534467,0.0029913913056372103,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.3414634146341465e-07,1.3414634146341465e-07,-0.9405935010115387,-1.0194286263554486,-0.7094766580915578,0.013167214228719278,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.3797909407665504e-07,1.3797909407665504e-07,-0.6939911586000039,-0.32390646455874306,0.22259655403203274,0.006556290203339683,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.4181184668989547e-07,1.4181184668989547e-07,0.4270101310189856,0.5240240506336316,0.4241455783382677,-0.008671854913400076,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.456445993031359e-07,1.456445993031359e-07,0.9937117672456007,0.8051016950171845,0.6037974982315468,-0.012868838220805156,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.4947735191637632e-07,1.4947735191637632e-07,0.28213579124651983,0.2372188870043404,-0.2762501974178069,-0.000596374729740406,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.5331010452961672e-07,1.5331010452961672e-07,-0.8345506202406829,-1.103355679572519,-0.9347567397214225,0.011859903828089678,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.5714285714285714e-07,1.5714285714285714e-07,-0.9261776861698615,-0.45402629036111386,0.11646057622362059,0.008489759610789387,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.6097560975609756e-07,1.6097560975609756e-07,0.10353946754730414,0.34389171691824316,0.37909062910252106,-0.006661612342065734,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.64808362369338e-07,1.64808362369338e-07,0.9788058901422845,0.7941762688794548,0.599576009035254,-0.013559612899200654,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.686411149825784e-07,1.686411149825784e-07,0.6705701656426897,0.5161863558393028,0.052399049907065995,-0.0020980688166768635,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.724738675958188e-07,1.724738675958188e-07,-0.49295666952703526,-1.0033936684633065,-1.045051548637909,0.012126680318044869,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.7630662020905924e-07,1.7630662020905924e-07,-1.1254702018456928,-0.6159472737023641,-0.052392048031591545,0.009437438353681153,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.8013937282229966e-07,1.8013937282229966e-07,-0.19057905246626505,0.15754041469168534,0.3431190890562469,-0.003707764426462653,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.8397212543554008e-07,1.8397212543554008e-07,0.9371081169585244,0.7548875980794865,0.5623654713884998,-0.012784446229621944,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.8780487804878048e-07,1.8780487804878048e-07,0.7883513496092156,0.696249126059682,0.31395140949573336,-0.0064522827498302215,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.916376306620209e-07,1.916376306620209e-07,-0.18774511936432958,-0.735704902130044,-0.9932290575454176,0.010613309432473818,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.9547038327526133e-07,1.9547038327526133e-07,-1.1378507821119814,-0.7806558684363896,-0.28408525016338343,0.01119173297253547,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,1.9930313588850176e-07,1.9930313588850176e-07,-0.4758391397907737,-0.0465499387093499,0.30809941030361654,-0.0005551520449908491,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.0313588850174215e-07,2.0313588850174215e-07,0.7727985493538142,0.6890277292029976,0.5103666411190472,-0.011914559082004748,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.0696864111498258e-07,2.0696864111498258e-07,0.9276940563335824,0.7679149069051504,0.4891545625037575,-0.009349794218019958,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.10801393728223e-07,2.10801393728223e-07,0.0578242751253614,-0.34733538931367536,-0.7869876625780418,0.007411675451747877,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.1463414634146343e-07,2.1463414634146343e-07,-1.0180725815177938,-0.9328703471390929,-0.5546058393087823,0.012904050152421211,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.1846689895470383e-07,2.1846689895470383e-07,-0.7617043039592429,-0.2383012513628132,0.26209216156241605,0.0021907173598559497,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.2229965156794425e-07,2.2229965156794425e-07,0.5680198476405336,0.5794232183588187,0.45403527469707233,-0.01005783566214868,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.2613240418118467e-07,2.2613240418118467e-07,1.0035808397658221,0.8042064122131962,0.5827343239779649,-0.01160593785364355,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.299651567944251e-07,2.299651567944251e-07,0.29655366471201605,0.03840267761468633,-0.4677626796805059,0.00366231225432284,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.337979094076655e-07,2.337979094076655e-07,-0.8300917898410868,-1.0443109185779542,-0.8150368060861307,0.0137093103681176,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.3763066202090592e-07,2.3763066202090592e-07,-0.9860498587395979,-0.39210878667634375,0.18219410887811407,0.004914699916532067,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.4146341463414635e-07,2.4146341463414635e-07,0.3097012123536158,0.42981223933103807,0.39975178051894933,-0.007697899884713263,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.4529616724738674e-07,2.4529616724738674e-07,1.0222374179748455,0.802101934645074,0.5997978277344411,-0.01291412506016441,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.491289198606272e-07,2.491289198606272e-07,0.5138964569967279,0.36867157988906096,-0.1215935521893969,-0.0003541901149905697,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.529616724738676e-07,2.529616724738676e-07,-0.5957463935180569,-1.0485766068050828,-0.9766212407101802,0.013435745916765943,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.5679442508710804e-07,2.5679442508710804e-07,-1.1267521181579248,-0.5244312377481283,0.03880865738100035,0.007508075586517589,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.6062717770034844e-07,2.6062717770034844e-07,0.017952396140036304,0.24336859451144632,0.35013823386135956,-0.004978975234385858,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.6445993031358884e-07,2.6445993031358884e-07,0.9739744128076137,0.7730770801015522,0.578074474107602,-0.013296626758355166,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.682926829268293e-07,2.682926829268293e-07,0.7065666279642908,0.606215852491361,0.1837954442807564,-0.00420260438014329,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.721254355400697e-07,2.721254355400697e-07,-0.3435599157592579,-0.8931165342925894,-1.0219701659772276,0.01193105854662887,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.759581881533101e-07,2.759581881533101e-07,-1.1648241810687656,-0.6630114237992457,-0.14642794141978485,0.009929532487300406,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.7979094076655054e-07,2.7979094076655054e-07,-0.29197036283925626,0.03913727603746556,0.3097657793649003,-0.0021436683513546217,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.8362369337979094e-07,2.8362369337979094e-07,0.8614803878153066,0.7288886257258909,0.528244561927367,-0.012717724041036058,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.874564459930314e-07,2.874564459930314e-07,0.8617489691557321,0.7389614476207111,0.4115424211009602,-0.007618322754919388,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.912891986062718e-07,2.912891986062718e-07,-0.08904183733578491,-0.5858969821359185,-0.9037110262574594,0.009315919076537161,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.951219512195122e-07,2.951219512195122e-07,-1.0985232039570347,-0.8217437184192806,-0.3918412472962708,0.011987085381459598,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,2.9895470383275263e-07,2.9895470383275263e-07,-0.5964974221356927,-0.14794292310875148,0.2731712580900599,0.0006431398254664615,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.0278745644599303e-07,3.0278745644599303e-07,0.6895493773794306,0.6463614554534425,0.47165150883232143,-0.011281075918601616,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.0662020905923343e-07,3.0662020905923343e-07,0.968488907091351,0.7977250607355046,0.5424555630963098,-0.010362282790335391,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.104529616724739e-07,3.104529616724739e-07,0.156544451181203,-0.1992032061969135,-0.642158350373286,0.005867350274239513,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.142857142857143e-07,3.142857142857143e-07,-0.9454651165362727,-0.9763170221813384,-0.6613555276371982,0.013381063275161066,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.1811846689895473e-07,3.1811846689895473e-07,-0.8614351251676611,-0.30715970764743594,0.22107407758734257,0.0033712883899467408,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.2195121951219513e-07,3.2195121951219513e-07,0.46358795515837925,0.523157078573656,0.41291687279284767,-0.009154758033539642,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.257839721254355e-07,3.257839721254355e-07,1.0191006475971505,0.8054383773512994,0.6010982497761193,-0.012264078114747397,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.29616724738676e-07,3.29616724738676e-07,0.3851708719702441,0.17844420022220772,-0.31123787945112125,0.0019330800912779138,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.334494773519164e-07,3.334494773519164e-07,-0.7347374537770779,-1.0605392763567134,-0.8915151604306446,0.013765607811297145,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.372822299651568e-07,3.372822299651568e-07,-1.0514710538816907,-0.44248962033344347,0.12662132690087802,0.006074512421834268,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.411149825783972e-07,3.411149825783972e-07,0.19079919555245453,0.35507482794897754,0.36469446928999577,-0.006603143356572981,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.449477351916376e-07,3.449477351916376e-07,1.006732786046429,0.7904169675373437,0.6004424872146398,-0.013234086567057117,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.4878048780487807e-07,3.4878048780487807e-07,0.595885800949765,0.475473643199353,0.01877435609516423,-0.0020224094132156698,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.5261324041811847e-07,3.5261324041811847e-07,-0.4932318582350696,-1.0028352872773911,-1.0183080994181986,0.012934438345082094,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.5644599303135887e-07,3.5644599303135887e-07,-1.1492633460151853,-0.5764364498010099,-0.026328416673775064,0.008629115535969971,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.602787456445993e-07,3.602787456445993e-07,-0.1102558702559133,0.15961853405868254,0.32667827232952734,-0.0038012656158756828,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.641114982578397e-07,3.641114982578397e-07,0.9320992079834948,0.7569856539442313,0.5629494926456347,-0.01319934455596926,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.6794425087108017e-07,3.6794425087108017e-07,0.7722531980043168,0.668753376693443,0.2891233739368395,-0.005752431023209499,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.7177700348432057e-07,3.7177700348432057e-07,-0.2373410961012507,-0.778203518863828,-0.991694453017798,0.01095756436660213,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.7560975609756097e-07,3.7560975609756097e-07,-1.1440945279661827,-0.727977975682498,-0.24356173129560374,0.010913258083210677,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.794425087108014e-07,3.794425087108014e-07,-0.41999391521046026,-0.03808406253713849,0.29478452655062964,-0.000955055075537239,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.832752613240418e-07,3.832752613240418e-07,0.795114877541928,0.6977142121526182,0.5067361261661179,-0.012239854012943691,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.871080139372822e-07,3.871080139372822e-07,0.9086558947297277,0.7687475633794517,0.47401497693140954,-0.008906245685235459,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.9094076655052266e-07,3.9094076655052266e-07,0.013644518357197839,-0.4264985393599735,-0.8066064263020404,0.007945252095571065,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.9477351916376306e-07,3.9477351916376306e-07,-1.0405523766938967,-0.8925751170913317,-0.50544718513695,0.012712446157011033,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,3.986062717770035e-07,3.986062717770035e-07,-0.7108056815394082,-0.2155179784467386,0.2555886246529369,0.0018248802100827772,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.024390243902439e-07,4.024390243902439e-07,0.6001419117592568,0.6003868354629835,0.44630098014556446,-0.010482207865732313,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.062717770034843e-07,4.062717770034843e-07,0.9935678506820601,0.8040093309507926,0.5749004967278335,-0.011306757448103383,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.1010452961672476e-07,4.1010452961672476e-07,0.2536084084041108,-0.03498361873042419,-0.5085175974836029,0.00425673978419067,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.1393728222996516e-07,4.1393728222996516e-07,-0.8614293025856519,-1.0254434794054714,-0.7665931444717984,0.013703193764130475,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.177700348432056e-07,4.177700348432056e-07,-0.9503194895757422,-0.3645886067397348,0.18926914141016435,0.004518401212614844,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.21602787456446e-07,4.21602787456446e-07,0.35487062583027906,0.4576276692861575,0.39173894129819975,-0.008129878090364919,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.254355400696864e-07,4.254355400696864e-07,1.0192280827552092,0.802090351233467,0.6060687283907361,-0.012818142902557894,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.2926829268292686e-07,4.2926829268292686e-07,0.4766390322067158,0.31331786626725827,-0.16945478073574655,0.0002806387003448762,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.3310104529616725e-07,4.3310104529616725e-07,-0.6352687424031458,-1.0571445635931498,-0.9618114112937441,0.013588964628781322,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.3693379790940765e-07,4.3693379790940765e-07,-1.106124701577912,-0.4969273983709204,0.07191385614729413,0.007140133776645994,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.407665505226481e-07,4.407665505226481e-07,0.06928311774943559,0.27618321799608003,0.3480186705488281,-0.005433258825950256,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.445993031358885e-07,4.445993031358885e-07,0.9824375591664181,0.7791421408862401,0.5880354264256974,-0.013356248411464952,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.4843205574912895e-07,4.4843205574912895e-07,0.673906199742846,0.5682212237657425,0.14039541699549987,-0.0036249947730707032,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.5226480836236935e-07,4.5226480836236935e-07,-0.38622308068013694,-0.9289633424418521,-1.0276274574600848,0.012257973760430533,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.5609756097560975e-07,4.5609756097560975e-07,-1.160666468028071,-0.6363586593850779,-0.10898811296583802,0.009610371691284005,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.599303135888502e-07,4.599303135888502e-07,-0.2388391044737409,0.07557127786738059,0.31347715104152457,-0.0026010247302949725,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.637630662020906e-07,4.637630662020906e-07,0.8815873106383266,0.7366682780393699,0.5408252955231718,-0.012914986041830412,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.67595818815331e-07,4.67595818815331e-07,0.8353681879428833,0.7197738452151513,0.376501618595712,-0.007134565721999007,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.7142857142857145e-07,4.7142857142857145e-07,-0.13249116610205186,-0.6426388992012263,-0.9325325396964942,0.009798009957914121,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.7526132404181184e-07,4.7526132404181184e-07,-1.111506765157286,-0.796034053631933,-0.3489682719095017,0.011744318337700215,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.790940766550523e-07,4.790940766550523e-07,-0.5454028703327711,-0.11650713778576866,0.28065535653181234,0.00021270311277258062,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.829268292682927e-07,4.829268292682927e-07,0.7205508545700742,0.6633187248398735,0.48159823093695187,-0.011594653954104384,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.867595818815331e-07,4.867595818815331e-07,0.9509432824560667,0.7893707742879472,0.5254404870319984,-0.010004610135551135,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.905923344947735e-07,4.905923344947735e-07,0.11514084502054656,-0.26301997767955354,-0.6928109695973493,0.006466967221320988,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.94425087108014e-07,4.94425087108014e-07,-0.9734933155248475,-0.955264720643114,-0.6176572213051562,0.013246619402238154,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,4.982578397212544e-07,4.982578397212544e-07,-0.8193424851079103,-0.2816962444626902,0.2328739273645562,0.00295217231661079,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.020905923344948e-07,5.020905923344948e-07,0.5038998389295308,0.5470945534580648,0.4224766634310014,-0.009555240108900829,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.059233449477352e-07,5.059233449477352e-07,1.011759019446657,0.8061094527037039,0.5954080790520074,-0.012054588348753592,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.097560975609756e-07,5.097560975609756e-07,0.34932912210553857,0.11996815236514062,-0.36802554915216995,0.0026165523193753724,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.135888501742161e-07,5.135888501742161e-07,-0.7715145362224571,-1.0552416113821568,-0.8594194253441136,0.013796351638693785,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.174216027874565e-07,5.174216027874565e-07,-1.0266124074723664,-0.42056613467440196,0.14716844119137784,0.005618738583314653,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.212543554006969e-07,5.212543554006969e-07,0.24018094510472665,0.3861062361949895,0.3719300594887853,-0.007031342046867254,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.250871080139373e-07,5.250871080139373e-07,1.0114680963954816,0.794438853182952,0.6035617598168773,-0.013162861066833556,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.289198606271777e-07,5.289198606271777e-07,0.5627187283206505,0.43243976856679356,-0.03366744298463212,-0.0013719698966061554,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.327526132404181e-07,5.327526132404181e-07,-0.5331902181536126,-1.0241430007724541,-1.0070979457877685,0.013174800974814188,none
spice_varactor_nltl_refine_timeseries,r001,refine_48c_75ohm_none,5.365853658536586e-07,5.365853658536586e-07,-1.1417505872145903,-0.5529609843477762,0.00437481670916863,0.008192397959690487,none
