row_type,case_id,name,time_norm,a4_real,a4_imag,a8_real,a8_imag,a12_real,a12_imag,energy
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,0.64,1.3503853029462699e-24,1.9781261233482749e-25,8.81622921581283e-50,8.070643930998596e-50,-2.1791546181041603e-72,1.8386654618989403e-72,0.00010696285694974093
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,1.28,9.401777012255519e-24,3.1007635338307006e-24,-3.10835517541206e-48,9.725371741839436e-47,-7.132944397171237e-66,-4.1845453381270787e-66,0.0016577094080977711
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,1.92,3.8142707488202264e-23,2.13207334503443e-23,-1.325646404924781e-44,1.539459779936291e-44,-9.545108458429121e-62,-2.8038630719158056e-61,0.00814304634151202
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,2.56,1.2326292249081024e-22,1.049737449514994e-22,-1.828658452185119e-42,6.60546182530802e-43,1.7688977275168255e-58,-1.1225529747494617e-57,0.025000180254573744
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,3.2,3.432896753864119e-22,4.2817504258969385e-22,-1.0672677259157232e-40,-5.831121630311634e-42,5.315534487587566e-55,-9.473794586343062e-55,0.05933530312282197
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,3.84,8.3764597007724e-22,1.5393468292720648e-21,-3.5869579959822435e-39,-1.4210877886937532e-39,2.8002188323831555e-52,-2.816349146229075e-52,0.11967412855338537
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,4.48,1.754106966145071e-21,5.037384330207797e-21,-7.997710379199588e-38,-5.9773256804643e-38,5.986144836395633e-50,-3.8862571728800505e-50,0.21573600242576296
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,5.12,2.8794229070585797e-21,1.5295258775719746e-20,-1.2824174176092381e-36,-1.495200950321844e-36,6.800589184356527e-48,-2.9303990660403945e-48,0.35823163462679014
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,5.76,2.2059514738934453e-21,4.3639211746348934e-20,-1.5510218303619076e-35,-2.682578235443119e-35,4.770902635984977e-46,-1.327415184574955e-46,0.5586871073621281
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,6.4,-8.597783134552245e-21,1.1804726864263106e-19,-1.447157343312239e-34,-3.7515524705398365e-34,2.279372921636687e-44,-3.7344470718320074e-45,0.8292991177972957
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,7.04,-5.692831159369072e-20,3.047983263099338e-19,-1.0324747551084774e-33,-4.297159290531332e-33,7.945525011541907e-43,-5.964064162454832e-44,1.1828285769058167
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,7.68,-2.223306269097293e-19,7.551484243562795e-19,-5.169502002393415e-33,-4.1696478848014686e-32,2.126327727300616e-41,-1.107278510327072e-43,1.6325415979949236
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,8.32,-7.173108030115981e-19,1.802877135261201e-18,-9.785699469923746e-33,-3.513118151077991e-31,4.541749054430127e-40,2.2553270971763997e-41,2.1922084426481003
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,8.96,-2.0751839110894207e-18,4.162496712430948e-18,1.391481114674783e-31,-2.6193731055657816e-30,7.982276906952214e-39,7.348330521842928e-40,2.8761720718869945
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,9.6,-5.568791359039713e-18,9.321915451038011e-18,2.139145613478755e-30,-1.7544336381623622e-29,1.1827946492909082e-37,1.4638303399438926e-38,3.699498529357324
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,10.24,-1.4110415918121705e-17,2.0302705469577445e-17,1.9278792255682906e-29,-1.0685546207974462e-28,1.5071468849320997e-36,2.2019939985922794e-37,4.678221369287564
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,10.88,-3.4124336076995435e-17,4.3101974968930697e-17,1.3737814107947336e-28,-5.977663823286321e-28,1.6785595987176278e-35,2.6886149986291244e-36,5.829691457297911
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,11.52,-7.933136002987713e-17,8.937633750879863e-17,8.393024726950263e-28,-3.0972533901779774e-27,1.6563356018623029e-34,2.7643989563507515e-35,7.173041045617356
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,12.16,-1.7819705039505681e-16,1.8135454907071616e-16,4.5589875079868606e-27,-1.4969233923999725e-26,1.4647324503730139e-33,2.4474655956822704e-34,8.675135241651546
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,12.8,-3.882361973184066e-16,3.6069388767274534e-16,2.2476918827083796e-26,-6.78906793395426e-26,1.1721784220568585e-32,1.892914000772045e-33,10.287993301788942
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,13.44,-8.228684248567797e-16,7.042287736126463e-16,1.0194591230970891e-25,-2.9043328055897433e-25,8.560180968747643e-32,1.2903097556558106e-32,12.013025812209978
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,14.08,-1.7007798901838018e-15,1.3516296381583481e-15,4.294597622268024e-25,-1.1771716419246745e-24,5.745999854802359e-31,7.781092978749857e-32,13.855207567365259
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,14.72,-3.4348622894979677e-15,2.5534328172691644e-15,1.6924618375080235e-24,-4.5380344304491054e-24,3.567620565622052e-30,4.140305346450261e-31,15.822577358529974
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,15.36,-6.789474038843966e-15,4.753581914857957e-15,6.274737634614142e-24,-1.6695355149136944e-23,2.0602706273086054e-29,1.917803669710944e-30,17.925502913820626
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,16.0,-1.315358719499026e-14,8.729913013900935e-15,2.1983435728672724e-23,-5.879099794773985e-23,1.112049119283013e-28,7.43920230524685e-30,20.175681058543212
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,16.64,-2.5007214553783065e-14,1.5831088307831246e-14,7.304393547461031e-23,-1.986785221615747e-22,5.634586396642294e-28,2.1299911045172488e-29,22.584864331854124
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,17.28,-4.6705034035265946e-14,2.837271547467821e-14,2.3084429919052146e-22,-6.458429814032137e-22,2.6904233224972825e-27,1.6292050769875934e-29,25.16334242094174
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,17.92,-8.577254120305675e-14,5.02939934511097e-14,6.954908009327405e-22,-2.0236831224411498e-21,1.2148095850607362e-26,-3.4196976541836483e-28,27.918258693953593
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,18.56,-1.5501800117698374e-13,8.823713302166567e-14,2.000980473191578e-21,-6.1236412844050315e-21,5.203349934659247e-26,-3.365508252925999e-27,30.85190086822645
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,19.2,-2.7592416953494546e-13,1.5330694426652313e-13,5.503817114126853e-21,-1.7925138060363992e-20,2.120177385727654e-25,-2.193407452205537e-26,33.960157028140955
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,19.84,-4.840194619316169e-13,2.6391507639102086e-13,1.447996055711146e-20,-5.08355353984541e-20,8.239247033521445e-25,-1.190147597431883e-25,37.23135727465688
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,20.48,-8.372689543099246e-13,4.503383945530995e-13,3.6427400356499295e-20,-1.3987266770640842e-19,3.0608260699130455e-24,-5.744973596980478e-25,40.64571186960734
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,21.12,-1.4290109593146266e-12,7.619614110407527e-13,8.75126995175429e-20,-3.7386666349496726e-19,1.0892909286845047e-23,-2.5410362882839815e-24,44.175500353563216
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,21.76,-2.407646473429745e-12,1.2786820867292496e-12,2.0019794256695153e-19,-9.71924765309403e-19,3.7208244236601096e-23,-1.0467956220825276e-23,47.78606645627032
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,22.400000000000002,-4.006232153601132e-12,2.1287140120628444e-12,4.33798694610328e-19,-2.4601135090188754e-18,1.2220401646429675e-22,-4.058142947380409e-23,51.43754853049895
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,23.04,-6.586414550195671e-12,3.5161205226650663e-12,8.817118964144244e-19,-6.069098041546163e-18,3.865224594881801e-22,-1.4911444534234497e-22,55.087153278272794
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,23.68,-1.0702874010020182e-11,5.763010844941709e-12,1.6496178241814058e-18,-1.4606581722162453e-17,1.1790563763451581e-21,-5.220923379736808e-22,58.69169231030531
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,24.32,-1.7196739897095363e-11,9.373608169619035e-12,2.725184321865201e-18,-3.432491334414536e-17,3.473216398808643e-21,-1.749076350037002e-21,62.21006862113938
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,24.96,-2.73294321787411e-11,1.513062195122315e-11,3.524277555732417e-18,-7.882470192907835e-17,9.891792243229103e-21,-5.6254713828126914e-21,65.60542907773396
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,25.6,-4.2972231993839195e-11,2.4238859590582587e-11,1.5790339692982546e-18,-1.7702705980831592e-16,2.726560728176844e-20,-1.7418422360450995e-20,68.8467776410167
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,26.240000000000002,-6.687175083769925e-11,3.8537233314293396e-11,-1.0882812456689297e-17,-3.890920956567448e-16,7.280247189691267e-20,-5.2046228666591453e-20,71.9099483903668
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,26.88,-1.0301752214305167e-10,6.080881454758294e-11,-5.525436696274198e-17,-8.3751331332627e-16,1.8845268020679497e-19,-1.5038106872965668e-19,74.77794085213921
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,27.52,-1.5714533667120854e-10,9.523006207361407e-11,-1.8572628850007761e-16,-1.7665670178778064e-15,4.732114511000453e-19,-4.209250820917549e-19,77.44070172925407
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,28.16,-2.374188095838629e-10,1.4801567102320307e-10,-5.316478626391357e-16,-3.6536134134464055e-15,1.1532064183244448e-18,-1.1431962275421692e-18,79.89448628661722
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,28.8,-3.5534206978392936e-10,2.283357176026177e-10,-1.3877526206958481e-15,-7.413229808380217e-15,2.7282275559367886e-18,-3.016931270201009e-18,82.14094907299511
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,29.44,-5.269683755524433e-10,3.496081824575829e-10,-3.4002894686438873e-15,-1.4764103019401325e-14,6.2662012616969325e-18,-7.74644320574784e-18,84.1861042118937
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,30.080000000000002,-7.744827219649236e-10,5.313040266637007e-10,-7.940160214922591e-15,-2.887541840357265e-14,1.3969780386815346e-17,-1.9375076930365718e-17,86.03927004305932
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,30.72,-1.12825076137697e-09,8.014455118229565e-10,-1.783166701053259e-14,-5.54833797110994e-14,3.021311959096963e-17,-4.7255875882113354e-17,87.7120809147163
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,31.36,-1.6294410003458434e-09,1.2000333834655995e-09,-3.87418623019419e-14,-1.047822744445383e-13,6.332499420528962e-17,-1.1250385491704615e-16,89.21761754824651
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,32.0,-2.3333413297746694e-09,1.7837070857339271e-09,-8.177042371269752e-14,-1.9456514195693022e-13,1.284064838979108e-16,-2.616805185472887e-16,90.56968087405436
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,32.64,-3.313503148130953e-09,2.6320267517743705e-09,-1.6817643452699697e-13,-3.55337880166366e-13,2.5121584777583885e-16,-5.951547400338361e-16,91.7822143126319
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,33.28,-4.666854816943998e-09,3.85586886790185e-09,-3.3783445399142926e-13,-6.384821339973232e-13,4.721319561579473e-16,-1.3245761539301794e-15,92.8688661428061
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,33.92,-6.519928532214276e-09,5.608551854393216e-09,-6.640772995214207e-13,-1.1290214131688787e-12,8.462958396174054e-16,-2.886827634554861e-15,93.84267588197355
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,34.56,-9.036337833190778e-09,8.100455912689245e-09,-1.2792805558263374e-12,-1.965170129601417e-12,1.4288412486854102e-15,-6.165188590247616e-15,94.71586515344289
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,35.2,-1.242562309613497e-08,1.1618075746734955e-08,-2.4182017008437393e-12,-3.3676164688791657e-12,2.217837566589516e-15,-1.290970013067664e-14,95.49971300028872
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,35.84,-1.6953544880852204e-08,1.6548647209823096e-08,-4.490176115974618e-12,-5.682367104821964e-12,2.9928222786656725e-15,-2.6519919437076796e-14,96.20449689871805
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,36.480000000000004,-2.295384449764239e-08,2.341172103296245e-08,-8.197457523579445e-12,-9.441850255812502e-12,2.9160487863389395e-15,-5.347327765725333e-14,96.83948297548186
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,37.12,-3.084140141114249e-08,3.2899319236676426e-08,-1.4726189938758367e-11,-1.5449591432186886e-11,-3.750710384824884e-16,-1.0587985823365424e-13,97.41295155405926
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,37.76,-4.112659109479031e-08,4.592660223832338e-08,-2.6049956006944094e-11,-2.4893694685355928e-11,-1.2718727029574793e-14,-2.0596186222276411e-13,97.93224677033983
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,38.4,-5.443047702369049e-08,6.36952953264628e-08,-4.5405212690055415e-11,-3.949281182324025e-11,-4.744110224262054e-14,-3.937531091302252e-13,98.40384139917421
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,39.04,-7.15002484597923e-08,8.777246873920871e-08,-7.802534075278894e-11,-6.167401363790384e-11,-1.3331664352546258e-13,-7.400712941638793e-13,98.83341011883799
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,39.68,-9.32240330667251e-08,1.20187630796887e-07,-1.3225821296807653e-10,-9.477304540615127e-11,-3.2988048577503513e-13,-1.367935715210265e-12,99.22590618272429
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,40.32,-1.2064386171816173e-07,1.635514709597555e-07,-2.2124447894293073e-10,-1.432309267331478e-10,-7.560919259192285e-13,-2.4872044999630474e-12,99.58563787961175
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,40.96,-1.5496513401655094e-07,2.2119996945222413e-07,-3.654041924594279e-10,-2.127324668919363e-10,-1.6426860274836022e-12,-4.449405707053934e-12,99.91634228014642
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,41.6,-1.9756041967701966e-07,2.973679597624293e-07,-5.960726305125588e-10,-3.1018592572694745e-10,-3.425652050200755e-12,-7.832613723595204e-12,100.22125463064734
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,42.24,-2.4996482695514647e-07,3.9739657472813754e-07,-9.607473482745072e-10,-4.43370303785244e-10,-6.909666741895149e-12,-1.3569738604855384e-11,100.5031724096636
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,42.88,-3.1385947035082725e-07,5.279793081573857e-07,-1.530563111876529e-09,-6.19966116025724e-10,-1.3548213566040386e-11,-2.3137466211732463e-11,100.76451354820883
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,43.52,-3.910387738018788e-07,6.974516614320948e-07,-2.4108045826225527e-09,-8.455217459729936e-10,-2.591470937771074e-11,-3.882655931872835e-11,101.00736866642951
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,44.160000000000004,-4.833564531408865e-07,9.161294952182242e-07,-3.755502814858693e-09,-1.119670776428235e-09,-4.848065069309384e-11,-6.411574113494186e-11,101.23354742714655
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,44.800000000000004,-5.926440365853705e-07,1.1967012449053528e-06,-5.787443153392307e-09,-1.4295808522025042e-09,-8.887855566685167e-11,-1.0416803905415089e-10,101.44461927436724
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,45.44,-7.205947119165694e-07,1.5546790574284276e-06,-8.82523796997143e-09,-1.7391503285017933e-09,-1.59917166261444e-10,-1.6645529028996451e-10,101.64194893185947
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,46.08,-8.686041451152898e-07,2.008913637816972e-06,-1.3319481558203237e-08,-1.9718371889325133e-09,-2.827439704869397e-10,-2.614853889777692e-10,101.82672709852248
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,46.72,-1.0375587129791065e-06,2.582177126102162e-06,-1.9900392355191433e-08,-1.9841605666418107e-09,-4.917278146424057e-10,-4.035451217014121e-10,101.99999680556884
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,47.36,-1.2275603512188688e-06,3.3018176281433077e-06,-2.943973463243646e-08,-1.5258071769547308e-09,-8.418764240759953e-10,-6.112600479202364e-10,102.16267590476025
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,48.0,-1.4375759634653815e-06,4.200488065911773e-06,-4.3130158661612585e-08,-1.8084612722313318e-10,-1.4199255711670838e-09,-9.075841343303101e-10,102.31557614429198
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,48.64,-1.6649980933961464e-06,5.316950761599138e-06,-6.258534737424554e-08,2.717254230085477e-09,-2.3606538036751375e-09,-1.3185267244396976e-09,102.4594192648992
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,49.28,-1.9051023638883152e-06,6.69695759266546e-06,-8.996442801215786e-08,8.206364096385015e-09,-3.870501786506097e-09,-1.8694496168897074e-09,102.59485051753853
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,49.92,-2.1503860701952596e-06,8.394203617563384e-06,-1.2812389108687897e-07,1.7864485766889703e-08,-6.2612145251200544e-09,-2.5770519834261945e-09,102.72244996872888
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,50.56,-2.389771320081147e-06,1.0471349738606292e-05,-1.807996165035537e-07,3.404218191008478e-08,-9.996971846235172e-09,-3.4341151891347794e-09,102.84274192265279
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,51.2,-2.6076552901569377e-06,1.3001107201100623e-05,-2.528203638245235e-07,6.017804407004482e-08,-1.575930128136037e-08,-4.382591512056196e-09,102.95620275212983
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,51.84,-2.7827895697912444e-06,1.606737348511584e-05,-3.5035203066099287e-07,1.012209593288708e-07,-2.453492167110882e-08,-5.26855751428022e-09,103.06326739478412
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,52.480000000000004,-2.8869702580834784e-06,1.9766405383299544e-05,-4.81168876858314e-07,1.641877351840656e-07,-3.7732446959217895e-08,-5.769764008616556e-09,103.16433473696608
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,53.120000000000005,-2.8835205462458418e-06,2.4208010726980596e-05,-6.549434821131558e-07,2.5888974596904554e-07,-5.733443336081227e-08,-5.2828399934597645e-09,103.25977207677549
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,53.76,-2.725548057729052e-06,2.9516735273922355e-05,-8.835411656925961e-07,3.988674276898282e-07,-8.609135443561958e-08,-2.7524911869996463e-09,103.3499188291654
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,54.4,-2.3539603575832223e-06,3.583301565701249e-05,-1.1812966685654883e-06,6.025763182501085e-07,-1.2776342854321768e-07,3.580856889359935e-09,103.43508961070287
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,55.04,-1.695223939214829e-06,4.3314262974787006e-05,-1.5652408332479929e-06,8.948724315146042e-07,-1.8741439839199541e-07,1.6545663900049064e-08,103.51557681911225
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,55.68,-6.588548480695098e-07,5.21358345610948e-05,-2.0552326390641125e-06,1.3088474359983356e-06,-2.71757871776924e-07,4.055520096863322e-08,103.59165280312772
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,56.32,8.653668508683541e-07,6.249184371387738e-05,-2.6739372037494775e-06,1.8880646008775754e-06,-3.895510842363061e-07,8.23233380889725e-08,103.66357170126271
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,56.96,3.010461023731294e-06,7.459574875460166e-05,-3.446573366237145e-06,2.689243848856362e-06,-5.520222777306364e-07,1.5183894262833247e-07,103.73157101365916
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,57.6,5.935584751919349e-06,8.868065386760219e-05,-4.4003355799773435e-06,3.785437474269424e-06,-7.733056171273079e-07,2.6366800430978567e-07,103.79587295896934
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,58.24,9.829628337180531e-06,0.00010499924497165836,-5.563374737071602e-06,5.269726031903002e-06,-1.0708410390287382e-06,4.3866223793474384e-07,103.85668565801356
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,58.88,1.4915043325750924e-05,0.00012382327477507873,-6.963202244049659e-06,7.259445466592973e-06,-1.4656751251437613e-06,7.061606005021963e-07,103.91420417749805
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,59.52,2.1451860836297975e-05,0.0001454425026907723,-8.624362629323212e-06,9.900930730475688e-06,-1.9825727403408745e-06,1.106774320394486e-06,103.96861146014429
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,60.160000000000004,2.9741840239168125e-05,0.00017016298815300602,-1.0565204069823138e-05,1.3374727155216272e-05,-2.6498178829409603e-06,1.6958447630736764e-06,104.02007916195261
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,60.800000000000004,4.013266659587955e-05,0.00019830463099300183,-1.2793565799381545e-05,1.7901178334477685e-05,-3.4985466066225158e-06,2.5476545674397937e-06,104.06876841279787
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,61.44,5.3022090244582615e-05,0.00023019785099949499,-1.530119909458345e-05,2.37462484159229e-05,-4.561416322198991e-06,3.760453643363326e-06,104.1148305129582
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,62.08,6.886187380039104e-05,0.0002661793018828672,-1.8056747370119277e-05,3.122737843096063e-05,-5.870376427510028e-06,5.4623305174730245e-06,104.15840757534372
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,62.72,8.816138127662639e-05,0.0003065865239592614,-2.0997133872525244e-05,4.071911243355463e-05,-7.453268112072988e-06,7.81791412309225e-06,104.19963312098538
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,63.36,0.00011149061210275538,0.00035175145638014545,-2.4017245379069315e-05,5.2658162629030464e-05,-9.328950344736594e-06,1.1035830009561376e-05,104.23863263364223
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,64.0,0.00013948245108219963,0.00040199275496204215,-2.6957859540215113e-05,6.754751728453652e-05,-1.150062934927092e-05,1.5376757591563152e-05,104.27552407808689
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,64.64,0.00017283387587276432,0.0004576068966804913,-2.9591843557396707e-05,8.595913601178787e-05,-1.3947065855256426e-05,2.116184227067644e-05,104.31041838564846
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,65.28,0.00021230583894563698,0.0005188580973178987,-3.160875304659957e-05,0.00010853472989789148,-1.66113539860784e-05,2.8781110490802594e-05,104.34341990985882
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,65.92,0.0002587215241548713,0.0005859671246246682,-3.259808089604794e-05,0.00013598409547006728,-1.938701361125907e-05,3.870142141893551e-05,104.37462685450355
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,66.56,0.000312962672261134,0.0006590991549104813,-3.20315434754218e-05,0.00016908046838990084,-2.210121944592231e-05,5.1473372447244005e-05,104.40413167597674
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,67.2,0.0003759636782888119,0.0007383508945411698,-2.9244940376834836e-05,0.0002086523915629305,-2.4495108832061952e-05,6.773646564669217e-05,104.43202146154437
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,67.84,0.0004487031895267547,0.0008237372666675744,-2.342027647798528e-05,0.00025557165857334273,-2.6201267552783553e-05,8.822174907344225e-05,104.45837828490131
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,68.48,0.0005321929788522071,0.0009151780439102027,-1.3568981993299235e-05,0.0003107370009448152,-2.671868791379654e-05,0.00011375108221575511,104.48327954024526
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,69.12,0.0006274639355396692,0.001012484884965055,1.4828038841907373e-06,0.00037505333830542315,-2.5385720883680557e-05,0.00014523215127751086,104.50679825596669
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,69.76,0.0007355491052899731,0.001115349301711242,2.3105819446854932e-05,0.000449406602773387,-2.135179559426233e-05,0.00018364838946680585,104.52900338895736
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,70.4,0.0008574638218770154,0.0012233321374492284,5.287501185742732e-05,0.0005346343780350625,-1.3548942166236738e-05,0.00023004305047877484,104.54996010046318
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,71.04,0.0009941831018728748,0.001335855170365335,9.257148308241746e-05,0.0006314928512306649,-6.644109882904298e-07,0.00028549684754560216,104.56973001434045
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,71.68,0.001146616616916794,0.0014521954635887315,0.00014417797856338546,0.0007406208498231205,1.888408662213007e-05,0.000351098809201115,104.58837145852206
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,72.32000000000001,0.0013155817087637978,0.0015714830595801128,0.00020986697622184816,0.0008625020107509352,4.69688069841337e-05,0.00042791031432823536,104.60593969044963
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,72.96000000000001,0.001501775063207892,0.0016927025587895213,0.00029198063671571694,0.0009974263874585785,8.576624788243328e-05,0.0005169226449101942,104.62248710718744
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,73.60000000000001,0.0017057438011214832,0.0018146990291486955,0.0003930021512819007,0.0011454530224814835,0.00013776342029182473,0.0006190088202427166,104.63806344089723
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,74.24,0.0019278568688824512,0.0019361885648601482,0.000515518363736079,0.00130637517964274,0.00020575435627531876,0.0007348709296062085,104.65271594032293
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,74.88,0.0021682777069999158,0.002055773653388935,0.0006621739353714132,0.0014796900225375902,0.00029282529840569846,0.0008649846340957403,104.66648953891058
acoustic_waveguide_412_timeseries,a001,phase_matched_64cell_baseline,75.52,0.00242693923615815,0.0021719633242909555,0.0008356177474238598,0.001664574529848122,0.000402327349453852,0.001009542930591486,104.67942701017084
