row_type,case_id,name,time_s,v_in,v_mid,v_out,i_src,i_bias
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.2630068173663437e-07,1.2630068173663437e-07,1.087327072347734,-0.1836954076151963,0.0037609040447604165,-0.029905531082166037
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.302475780409042e-07,1.302475780409042e-07,0.7608814485702764,-0.2045076555365973,-0.07609971224389772,0.036650051305395295
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.3419447434517402e-07,1.3419447434517402e-07,-0.6147017374665591,0.04447390178238491,-0.08356493047643955,0.05282689773868072
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.3814137064944386e-07,1.3814137064944386e-07,-1.1860363734930475,0.26042880572222277,-0.016557742450827487,-0.00335728812119471
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.4208826695371368e-07,1.4208826695371368e-07,-0.102990447166323,0.18592237328556782,0.05932425807263471,-0.05291366076646028
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.460351632579835e-07,1.460351632579835e-07,1.0491989791280034,-0.09070415551337058,0.07327755854908913,-0.033813924081390556
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.4998205956225333e-07,1.4998205956225333e-07,0.823562525865381,-0.23704894890829026,0.015661055977068405,0.03249187626675026
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.5392895586652315e-07,1.5392895586652315e-07,-0.5355584873286713,-0.08614719807627762,-0.053058858667578715,0.05406280425095951
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.5787585217079297e-07,1.5787585217079297e-07,-1.2198806716565158,0.14555903245293034,-0.06347378176452693,0.0007148303916206817
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.618227484750628e-07,1.618227484750628e-07,-0.20895325368994136,0.1603637663104487,-0.008945884535010891,-0.051689220039179674
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.657696447793326e-07,1.657696447793326e-07,1.009932669788254,-0.043579399892108364,0.050196656475321295,-0.03723744965370277
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.6971654108360246e-07,1.6971654108360246e-07,0.9011953642958389,-0.18244376900614984,0.05244697495322456,0.028935035668897706
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.7366343738787228e-07,1.7366343738787228e-07,-0.4131114533898911,-0.05920426256165006,-0.0010755378575135082,0.05651701254393906
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.776103336921421e-07,1.776103336921421e-07,-1.1929832432080583,0.15898745484856083,-0.04959543054688771,0.006830687368609447
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.8155722999641192e-07,1.8155722999641192e-07,-0.27048731134641785,0.17302733544399648,-0.04080784427998357,-0.048396416282371214
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.8550412630068174e-07,1.8550412630068174e-07,0.9876660836838878,-0.0507125947548806,0.011765614804819373,-0.03947397372361162
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.8945102260495156e-07,1.8945102260495156e-07,0.9643923254520417,-0.22719821929802128,0.047438137594813384,0.02485003450609557
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.9339791890922138e-07,1.9339791890922138e-07,-0.3414438191047486,-0.1107638927253203,0.0277716641484814,0.05638856504584924
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,1.973448152134912e-07,1.973448152134912e-07,-1.2481649851641057,0.1572251711359032,-0.021746938942117783,0.009305480992131427
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.0129171151776105e-07,2.0129171151776105e-07,-0.42123782965532797,0.2328141636097558,-0.043093307114564924,-0.04842567135508266
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.0523860782203087e-07,2.0523860782203087e-07,0.9004003097896188,0.013512808398118763,-0.013704815559918133,-0.04373482050736016
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.091855041263007e-07,2.091855041263007e-07,1.0133126767706413,-0.231988923345559,0.029410329612724048,0.020294638334229426
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.131324004305705e-07,2.131324004305705e-07,-0.20979476837676997,-0.18631838765813477,0.03587971506402611,0.058202472778283484
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.1707929673484033e-07,2.1707929673484033e-07,-1.1930688556175417,0.09107434351884221,0.0005883358778176647,0.015805896014585305
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.2102619303911015e-07,2.2102619303911015e-07,-0.48371161691336795,0.24360342566492788,-0.03246817559458664,-0.04468586247313561
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.2497308934337997e-07,2.2497308934337997e-07,0.8394789557639125,0.087110841487056,-0.02437232303125969,-0.0463785732064699
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.289199856476498e-07,2.289199856476498e-07,1.0301339985246412,-0.17423611031870667,0.012696243244392965,0.01458800619069568
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.3286688195191964e-07,2.3286688195191964e-07,-0.15019100513373265,-0.20033302730386576,0.03292036320954538,0.056685274411289926
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.3681377825618946e-07,2.3681377825618946e-07,-1.2005241865474419,0.036979284674057644,0.012927949743528863,0.01931017014913894
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.4076067456045926e-07,2.4076067456045926e-07,-0.5662487709165249,0.21945241512553,-0.021506465864031755,-0.04157712576331301
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.447075708647291e-07,2.447075708647291e-07,0.801523945400768,0.11635353519516356,-0.028850707207227672,-0.047581365741897315
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.4865446716899895e-07,2.4865446716899895e-07,1.0948958237430497,-0.13487449287240283,-0.0028425698635151262,0.010983785385508298
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.5260136347326875e-07,2.5260136347326875e-07,-0.042182091576757015,-0.20572531630865076,0.022173633591594633,0.05662669343663403
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.565482597775386e-07,2.565482597775386e-07,-1.1952642079364268,-0.009625104075493891,0.015633320159643034,0.022879250199763557
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.604951560818084e-07,2.604951560818084e-07,-0.6807203474833413,0.18543151058233925,-0.012076197390888681,-0.03962109142434625
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.6444205238607824e-07,2.6444205238607824e-07,0.7187873220720133,0.1314813549031499,-0.02427488834694491,-0.050000236721357755
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.6838894869034803e-07,2.6838894869034803e-07,1.1350779581367065,-0.08829326217987016,-0.004865403327671125,0.006638619535220807
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.723358449946179e-07,2.723358449946179e-07,0.08082325913324284,-0.17781625026453635,0.022344412278854885,0.05678813424599822
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.762827412988877e-07,2.762827412988877e-07,-1.1480457854614996,-0.023838044166506606,0.024619081550418913,0.027665795760298123
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.802296376031575e-07,2.802296376031575e-07,-0.7714595004824338,0.15257488231681693,0.0005346877029136234,-0.03662305294349936
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.8417653390742737e-07,2.8417653390742737e-07,0.6232536899968302,0.11357208754080717,-0.019905537027662127,-0.05236957103641196
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.8812343021169716e-07,2.8812343021169716e-07,1.1454610815326314,-0.08234676977748787,-0.013933760168208454,0.0013553834927554458
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.92070326515967e-07,2.92070326515967e-07,0.18243433188145697,-0.16350245308952377,0.006820316514109063,0.055735479359612615
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.960172228202368e-07,2.960172228202368e-07,-1.090501203134402,-0.015483154993391804,0.013978697448052434,0.03229806124124006
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,2.9996411912450665e-07,2.9996411912450665e-07,-0.8392529172494025,0.15587970844162505,-0.0002994432973314583,-0.032668685296447446
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.0391101542877644e-07,3.0391101542877644e-07,0.538110222450862,0.11615348083292057,-0.014653648924534936,-0.053818347217398914
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.078579117330463e-07,3.078579117330463e-07,1.1493873156057932,-0.0850372599120841,-0.00811240846898221,-0.003879852159536843
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.1180480803731614e-07,3.1180480803731614e-07,0.26952064444058754,-0.17593701231658548,0.011691577495094101,0.05372955138497347
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.1575170434158593e-07,3.1575170434158593e-07,-1.0385807584598628,-0.028382107961871492,0.018611895920774453,0.03620049971534199
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.196986006458558e-07,3.196986006458558e-07,-0.9019994968168099,0.15841127211247055,0.002244266061683447,-0.028517487342973886
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.236454969501256e-07,3.236454969501256e-07,0.4588242040835073,0.13544589857271386,-0.01816474915438324,-0.05449362742479189
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.275923932543954e-07,3.275923932543954e-07,1.1553561160576056,-0.0674133183802779,-0.017854392064787058,-0.008662179079399184
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.315392895586652e-07,3.315392895586652e-07,0.3558504540477159,-0.17931308009604846,0.0023787639149363392,0.05141433664053311
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.3548618586293506e-07,3.3548618586293506e-07,-0.9879157356306728,-0.04785325252945772,0.018066676703635366,0.03954527847279435
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.394330821672049e-07,3.394330821672049e-07,-0.9667517387131899,0.1458521536968949,0.011914803811761366,-0.024502196476151414
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.433799784714747e-07,3.433799784714747e-07,0.3748302716192833,0.14180835134391104,-0.006023271829467904,-0.054833090591897844
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.4732687477574455e-07,3.4732687477574455e-07,1.1595180691010838,-0.05369232059627506,-0.013109100703525065,-0.01315759468536838
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.5127377108001435e-07,3.5127377108001435e-07,0.44485902665395916,-0.1777424423907407,-0.003026770804363686,0.04895916840603984
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.552206673842842e-07,3.552206673842842e-07,-0.9295177148924623,-0.05946103137267534,0.008551320368557939,0.04259519778933739
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.59167563688554e-07,3.59167563688554e-07,-1.0293789267198274,0.13826843338990724,0.006593755015323887,-0.020501450378347844
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.6311445999282384e-07,3.6311445999282384e-07,0.2855695423487772,0.14895886407470343,-0.003968979251077289,-0.05492719249542127
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.6706135629709363e-07,3.6706135629709363e-07,1.1595821947965594,-0.04151041279133729,-0.006953808789157268,-0.017410439740290985
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.710082526013635e-07,3.710082526013635e-07,0.5369070950596712,-0.17714541570239975,0.0018728478508297525,0.04638393806171039
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.749551489056333e-07,3.749551489056333e-07,-0.8597878594992057,-0.07102594871340726,0.00926265047844064,0.04556297780310693
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.789020452099031e-07,3.789020452099031e-07,-1.0872690247305534,0.13075109175549265,0.0035540039207054568,-0.01644566573173573
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.8284894151417297e-07,3.8284894151417297e-07,0.18739115972178033,0.15471561513500914,-0.008475952720172021,-0.054907417404772195
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.8679583781844276e-07,3.8679583781844276e-07,1.146201699422417,-0.03196310133384888,-0.010255027847434938,-0.021721888761313868
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.907427341227126e-07,3.907427341227126e-07,0.6229784388588833,-0.17847893835365902,0.0018027155313354813,0.04340886321807393
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.946896304269824e-07,3.946896304269824e-07,-0.7828302674159369,-0.08114218618086969,0.012571803781859264,0.048297573581245895
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,3.9863652673125225e-07,3.9863652673125225e-07,-1.134738539144425,0.12823506193446302,0.007685039165972685,-0.012170971315177652
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.025834230355221e-07,4.025834230355221e-07,0.08849163670025365,0.16588490565668482,-0.007293020788994804,-0.054463352002859254
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.065303193397919e-07,4.065303193397919e-07,1.1273156179118509,-0.02140287160525294,-0.013536364563017598,-0.025811532910901026
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.1047721564406174e-07,4.1047721564406174e-07,0.7071860653816758,-0.1856594218537976,-0.0031570798260445,0.04023629158780833
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.1442411194833153e-07,4.1442411194833153e-07,-0.6974193447337994,-0.09972051392347148,0.010679518864170333,0.050767301175489055
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.183710082526014e-07,4.183710082526014e-07,-1.1744735593345046,0.12233693497429714,0.010776882811210042,-0.007820959239101137
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.223179045568712e-07,4.223179045568712e-07,-0.01576243547846174,0.1829698102266652,-0.0023254654957492573,-0.053854859990949445
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.26264800861141e-07,4.26264800861141e-07,1.0964026293590527,0.00015920866081014888,-0.011702768766795355,-0.029902620610472944
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.3021169716541087e-07,4.3021169716541087e-07,0.783082405724987,-0.18650261576231056,-0.006104286572231277,0.036637848752496635
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.3415859346968067e-07,4.3415859346968067e-07,-0.6048115278708629,-0.12341887744795683,0.006228625207670387,0.052992008960154866
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.381054897739505e-07,4.381054897739505e-07,-1.2003579183190691,0.10476243319277202,0.009349270530629578,-0.0031723638596189855
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.420523860782203e-07,4.420523860782203e-07,-0.11663430956427212,0.1923887481533858,0.0002891602762453479,-0.052736864275358564
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.4599928238249015e-07,4.4599928238249015e-07,1.0576585010530666,0.02462818679099699,-0.008203878385210884,-0.03374799540380578
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.4994617868675995e-07,4.4994617868675995e-07,0.8503091111709097,-0.1775118180632913,-0.005318820202632337,0.03266012653194701
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.538930749910298e-07,4.538930749910298e-07,-0.5127258186127094,-0.1405717050367859,0.004031403799601773,0.05469133576710285
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.578399712952996e-07,4.578399712952996e-07,-1.2189096808717506,0.08497155612809454,0.006991192681231542,0.001444245304016848
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.6178686759956944e-07,4.6178686759956944e-07,-0.21629806583042568,0.19493926075834733,0.0003587850922443517,-0.05121828397469421
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.657337639038393e-07,4.657337639038393e-07,1.014754599707602,0.04535219610330396,-0.005918865507578589,-0.03726251943908766
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.696806602081091e-07,4.696806602081091e-07,0.9143130085217619,-0.16612646813046109,-0.0031549546222483416,0.028560314152938467
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.7362755651237893e-07,4.7362755651237893e-07,-0.4158743736652058,-0.15327874370404604,0.004206016363517612,0.05601674555986029
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.775744528166488e-07,4.775744528166488e-07,-1.2288832249812405,0.06582444373669559,0.005350861702962557,0.006047500978207441
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.815213491209185e-07,4.815213491209185e-07,-0.3170694275169057,0.1943787347250857,-0.0014861518846635289,-0.04946649023830576
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.854682454251884e-07,4.854682454251884e-07,0.9633393007271925,0.06333351924095232,-0.006549625465614941,-0.04059576177484881
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.894151417294582e-07,4.894151417294582e-07,0.9703489015551667,-0.15360029546875895,-0.0023266859935210426,0.024203868418767985
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.933620380337281e-07,4.933620380337281e-07,-0.31552225793366045,-0.1628472214846817,0.005677196657799929,0.05698539481483965
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,4.973089343379979e-07,4.973089343379979e-07,-1.2277519090872937,0.04801477256979288,0.006356774583394076,0.010734477880693143
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.012558306422676e-07,5.012558306422676e-07,-0.4145282950909678,0.1921956446830719,-0.0015837583568139523,-0.04732559738055132
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.052027269465375e-07,5.052027269465375e-07,0.9043824740729393,0.07899904436259492,-0.007457926883596447,-0.043625680864357294
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.091496232508073e-07,5.091496232508073e-07,1.0179953279517235,-0.14150649575912733,-0.0030772898398471185,0.019610268287014586
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.130965195550772e-07,5.130965195550772e-07,-0.21580264801180468,-0.17121597303313926,0.005832840181103265,0.057473579049525304
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.170434158593469e-07,5.170434158593469e-07,-1.2172839057403184,0.031047495787071888,0.00712008482081701,0.015364727994081567
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.209903121636168e-07,5.209903121636168e-07,-0.507508601720847,0.18982136373732109,-0.0012755821701685983,-0.04477825479238549
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.249372084678866e-07,5.249372084678866e-07,0.8416139534446514,0.09481029293328087,-0.008176440303571529,-0.046286694751334616
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.288841047721565e-07,5.288841047721565e-07,1.0597508682798553,-0.12844628902545369,-0.00406349963135118,0.014917197916679293
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.328310010764263e-07,5.328310010764263e-07,-0.11649820323135239,-0.17899312178579563,0.005890358625849131,0.05745328484118986
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.367778973806961e-07,5.367778973806961e-07,-1.199471608717125,0.012468780670914083,0.008431390136203145,0.019829911472829746
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.407247936849659e-07,5.407247936849659e-07,-0.5981366617967385,0.1848742499885847,-9.469598996813611e-05,-0.04197774290134671
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.446716899892358e-07,5.446716899892358e-07,0.7742785901456953,0.10982859232220446,-0.008627119763061254,-0.04859956092283601
spice_varactor_nltl_timeseries,d001,varactor_nltl_12cells_25ohm,5.486185862935056e-07,5.486185862935056e-07,1.0953260518129346,-0.1128093886196796,-0.005890338758543793,0.010187949231851005
spice_varactor_nltl_timeseries,d002,varactor_nltl_12cells_50ohm,0.0,0.0,1.29820875e-09,1.30491947e-09,1.29820875e-09,2.59641749e-11
spice_varactor_nltl_timeseries,d002,varactor_nltl_12cells_50ohm,3.946896304269824e-09,3.946896304269824e-09,0.5286283407332191,1.3052750551289242e-09,1.298217133237956e-09,-0.02724062596585392
spice_varactor_nltl_timeseries,d002,varactor_nltl_12cells_50ohm,7.893792608539648e-09,7.893792608539648e-09,0.9026389748824483,3.370683855436106e-09,1.2982189644210405e-09,-0.006520383912854462
