row_type,discovery_cases_run,successful_discovery_cases,failed_to_converge_cases,component_bridge_candidate_count,component_near_miss_count,bridge_ratio_gt_1p5_found,bridge_ratio_gt_1p5_cases,controls_remained_dead,max_control_leakage_score,closest_component_case,closest_component_variant,closest_component_bridge_ratio,closest_component_lock,closest_component_purity,closest_component_stress,successful_or_near_miss_realism,failed_convergence_cases,recommended_next_step,case_id,circuit,role,control_kind,nonlinear_variant,component_family,variant_description,netlist_path,execution_status,convergence_failure_reason,source_frequency_hz,generated_frequency_hz,target_frequency_hz,nominal_target_frequency_hz,direct_8_drive_present,direct_12_drive_present,target_frequency_injection_present,component_realism_score,promotion_category,spice_phase_lock_target,spice_phase_extraction_stable,spice_bridge_ratio,spice_spectral_purity_target,spice_generated_envelope_cv,spice_target_envelope_cv,spice_max_phase_jump,spice_near_slip_count,spice_target_rms_v,spice_generated_rms_v,spice_target_projection_power,spice_target_voltage_growth_ratio,spice_fft_peak_source_hz,spice_fft_peak_source_amp,spice_fft_peak_generated_hz,spice_fft_peak_generated_amp,spice_fft_peak_target_hz,spice_fft_peak_target_amp,target_band_growth,source_fft_peak,generated_fft_peak,target_fft_peak,phase_lock_target,spectral_purity_target,generated_envelope_CV,max_phase_jump,diode_saturation_current,diode_emission_coefficient,junction_capacitance_scale,varactor_C0_scale,varactor_voltage_coefficient,varactor_exponent,saturable_inductor_L0_scale,saturation_current_scale,core_nonlinearity_exponent,coupling_scale,drive_amplitude_scale,limiter_loss_scale,source_load_impedance_scale,solver_tolerance_profile,max_timestep_profile,bridge_ratio_vs_direct_4plus8_reference,python_lc_distance,required_drive_voltage,peak_diode_current,peak_varactor_voltage,peak_inductor_current,estimated_component_stress,component_stress_label,passivity_flag,linear_control_leakage_score
component_realism,,,,,,,,,,,,,,,,,,,c004,c004_apd_c1p5_d2_l1_z500_relaxed_m2,discovery,,anti_parallel_diode_mixer,diode,Anti-parallel diode mixers between adjacent tanks.,runs\spice_412_component_realism\c004_apd_c1p5_d2_l1_z500_relaxed_m2.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.76,reject_due_to_control_leakage,0.02243750975404392,True,1.3468095171938736e-05,0.18447850238837532,0.47747838922889646,0.15340484924626643,3.0847365322450173,43.0,3.116252792528457e-05,0.008768098345977103,1.7914765435125227e-10,0.5694574800890073,0.1770900920260553,131.00681687463174,0.1770900920260553,4.2366379324889945,0.1770900920260553,0.01354615212305198,0.0,0.1770900920260553,0.1770900920260553,0.1770900920260553,0.02243750975404392,0.18447850238837532,0.47747838922889646,3.0847365322450173,1e-12,1.2,2.0,2.0,1.0,0.5,0.75,0.5,5.0,1.5,2.0,1.0,500.0,relaxed,2.0,1.3468095171938736e-05,12.206915284283916,0.12378717796036307,1.844737279158033e-06,0.44755184406909415,0.6614864738474452,0.6614864738474452,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c005,c005_apd_c0p75_d1p5_l0p5_z20_conservative_m0p5,discovery,,anti_parallel_diode_mixer,diode,Anti-parallel diode mixers between adjacent tanks.,runs\spice_412_component_realism\c005_apd_c0p75_d1p5_l0p5_z20_conservative_m0p5.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.76,reject_due_to_control_leakage,0.01635581468478179,True,9.537678460778024e-05,0.7553399238817846,0.46148709701101814,0.06325164410795536,2.799930195387333,44.0,4.101993366680645e-05,0.010678065994370616,1.2709613618739466e-09,3.340203570495565,0.1770900920260553,445.09328658325745,0.1770900920260553,5.1780344786239665,0.53896984529669,0.018945798219405972,3.340203570495565,0.1770900920260553,0.1770900920260553,0.53896984529669,0.01635581468478179,0.7553399238817846,0.46148709701101814,2.799930195387333,1e-14,2.2,0.5,0.5,2.0,0.5,1.0,1.0,3.0,0.75,1.5,0.5,20.0,conservative,0.5,9.537678460778024e-05,9.637007243673713,0.09284038347027229,9.56619021765768e-05,1.3069579542992327,1.481319411565134,1.481319411565134,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c006,c006_bridge_c1_d1_l1_z100_default_m1,discovery,,diode_bridge_mixer,diode,Floating diode-bridge mixers with high-value leakage references.,runs\spice_412_component_realism\c006_bridge_c1_d1_l1_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.72,reject_due_to_control_leakage,0.03247202495478421,True,0.0003172495229133023,0.47528537521221076,0.4902173994030176,0.08494849785550386,2.7971196549178927,43.0,5.0392905049807215e-05,0.013500878270177083,1.2069610127921007e-09,1.6381609625696378,0.1770900920260553,142.89784026430831,0.1770900920260553,6.565738793271054,0.53896984529669,0.018105948958547606,1.6381609625696378,0.1770900920260553,0.1770900920260553,0.53896984529669,0.03247202495478421,0.47528537521221076,0.4902173994030176,2.7971196549178927,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.0,1.0,1.0,100.0,default,1.0,0.0003172495229133023,10.731072578578248,0.06189358898018153,1.3269898889307231e-08,0.41718433690597195,0.4737027779515826,0.4737027779515826,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c007,c007_bridge_c1p25_d1p5_l2_z100_default_m1,discovery,,diode_bridge_mixer,diode,Floating diode-bridge mixers with high-value leakage references.,runs\spice_412_component_realism\c007_bridge_c1p25_d1p5_l2_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.72,reject_due_to_control_leakage,0.018909755154904062,True,0.03737918256640442,0.9915763739521234,0.5155714325654895,0.038835641919734896,2.7205402418015154,43.0,0.0011881362882031133,0.023156945068184404,1.399776477363606e-06,1.7139298675490946,0.1770900920260553,63.99344270268019,0.1770900920260553,11.294712611409526,0.53896984529669,0.6198743365545897,1.7139298675490946,0.1770900920260553,0.1770900920260553,0.53896984529669,0.018909755154904062,0.9915763739521234,0.5155714325654895,2.7205402418015154,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.25,1.5,2.0,100.0,default,1.0,0.03737918256640442,9.221085644400063,0.09284038347027229,6.160205005548342e-11,0.18179158925520594,0.21181895324002142,0.21181895324002142,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c008,c008_bridge_c1p25_d1p5_l2_z100_default_m1,discovery,,diode_bridge_mixer,diode,Floating diode-bridge mixers with high-value leakage references.,runs\spice_412_component_realism\c008_bridge_c1p25_d1p5_l2_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.72,reject_due_to_control_leakage,0.01751786020609064,True,1.647441888979745,0.9891548487196253,0.5166380369703116,0.04155386805474646,2.7009001067405904,42.0,0.000928591884897091,0.02322955570506562,8.52931300323327e-07,1.2842347606010147,0.1770900920260553,63.731933739641875,0.1770900920260553,11.334266949982169,0.53896984529669,0.4874467287054866,1.2842347606010147,0.1770900920260553,0.1770900920260553,0.53896984529669,0.01751786020609064,0.9891548487196253,0.5166380369703116,2.7009001067405904,1e-10,1.7,4.0,4.0,0.5,0.5,1.0,1.0,3.0,1.25,1.5,2.0,100.0,default,1.0,1.647441888979745,7.671731163509007,0.09284038347027229,6.155268637538115e-09,0.18175692357500162,0.21090006442976983,0.21090006442976983,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c009,c009_bridge_c1p5_d2_l1_z500_relaxed_m2,discovery,,diode_bridge_mixer,diode,Floating diode-bridge mixers with high-value leakage references.,runs\spice_412_component_realism\c009_bridge_c1p5_d2_l1_z500_relaxed_m2.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.72,reject_due_to_control_leakage,0.0318147575121435,True,3.691041182497252e-07,0.004336328963702908,0.48722127514112323,0.3882052545932793,2.3431291972338,40.0,3.364850778746754e-05,0.008680746214757338,4.90968738724074e-12,0.9874755896006797,0.1770900920260553,129.65415900402994,0.1770900920260553,4.197242903085237,0.1770900920260553,0.016230572585440337,0.0,0.1770900920260553,0.1770900920260553,0.1770900920260553,0.0318147575121435,0.004336328963702908,0.48722127514112323,2.3431291972338,1e-12,1.2,2.0,2.0,1.0,0.5,0.75,0.5,5.0,1.5,2.0,1.0,500.0,relaxed,2.0,3.691041182497252e-07,12.158489274996398,0.12378717796036307,1.604251636034979e-06,0.44321898869300314,0.6520469935544282,0.6520469935544282,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c010,c010_bridge_c0p75_d1p5_l0p5_z20_conservative_m0p5,discovery,,diode_bridge_mixer,diode,Floating diode-bridge mixers with high-value leakage references.,runs\spice_412_component_realism\c010_bridge_c0p75_d1p5_l0p5_z20_conservative_m0p5.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.72,reject_due_to_control_leakage,0.03108274369320784,True,4.7115963065742624e-07,0.012223701647875859,0.4826654507179337,0.4750712104214034,3.1304610588563264,27.0,2.2663527156469304e-05,0.010732002466014546,6.278526669807022e-12,1.9320719234958408,0.1770900920260553,446.7617112396886,0.1770900920260553,5.226508605688925,0.1770900920260553,0.010966674734441408,0.0,0.1770900920260553,0.1770900920260553,0.1770900920260553,0.03108274369320784,0.012223701647875859,0.4826654507179337,3.1304610588563264,1e-14,2.2,0.5,0.5,2.0,0.5,1.0,1.0,3.0,0.75,1.5,0.5,20.0,conservative,0.5,4.7115963065742624e-07,12.908819964075018,0.09284038347027229,0.00010826321968203663,1.3139953528296884,1.4887641170549113,1.4887641170549113,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c011,c011_vpair_c1_d1_l1_z100_default_m1,discovery,,varactor_pair_mixer,varactor,Opposed varactor diode pairs between adjacent tanks.,runs\spice_412_component_realism\c011_vpair_c1_d1_l1_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.78,reject_due_to_control_leakage,0.02942726785628913,True,0.0007067195924224402,0.9243074367131398,0.49031811666541913,0.07937188474295735,2.813018343744531,43.0,5.39338563469182e-05,0.013538908784203534,2.688681726602033e-09,0.34273348348157245,0.1770900920260553,139.1018887864798,0.1770900920260553,6.590379759948314,0.53896984529669,0.026905283354833442,0.34273348348157245,0.1770900920260553,0.1770900920260553,0.53896984529669,0.02942726785628913,0.9243074367131398,0.49031811666541913,2.813018343744531,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.0,1.0,1.0,100.0,default,1.0,0.0007067195924224402,8.978066265054059,0.06189358898018153,1.1123748424916652e-08,0.4094323786925462,0.46166999234402606,0.46166999234402606,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c012,c012_vpair_c1p25_d1p5_l2_z100_default_m1,discovery,,varactor_pair_mixer,varactor,Opposed varactor diode pairs between adjacent tanks.,runs\spice_412_component_realism\c012_vpair_c1p25_d1p5_l2_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.78,reject_due_to_control_leakage,0.01627924051194128,True,0.020363156427812303,0.985727487918857,0.5174218122025416,0.04373620229376929,2.7034390820433174,41.0,0.0008795460058157251,0.023318743746266215,7.625599442119909e-07,0.9564528983012299,0.1770900920260553,63.3699075911167,0.1770900920260553,11.382238631258067,0.53896984529669,0.4652237254640652,0.9564528983012299,0.1770900920260553,0.1770900920260553,0.53896984529669,0.01627924051194128,0.985727487918857,0.5174218122025416,2.7034390820433174,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.25,1.5,2.0,100.0,default,1.0,0.020363156427812303,9.214458299136309,0.09284038347027229,6.113994968921353e-11,0.1814660037502653,0.20969401740886753,0.20969401740886753,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c013,c013_vpair_c1p25_d1p5_l2_z100_default_m1,discovery,,varactor_pair_mixer,varactor,Opposed varactor diode pairs between adjacent tanks.,runs\spice_412_component_realism\c013_vpair_c1p25_d1p5_l2_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.78,reject_due_to_control_leakage,0.024879716647353015,True,2.248285539112825,0.9076794753116296,0.5194014477409036,0.038131686768555065,2.733768264875593,43.0,0.0011324302184589133,0.02398829226970085,1.1640065250260317e-06,0.7966731773523938,0.1770900920260553,60.00358886626771,0.1770900920260553,11.727554051830351,0.53896984529669,0.5636421353514551,0.7966731773523938,0.1770900920260553,0.1770900920260553,0.53896984529669,0.024879716647353015,0.9076794753116296,0.5194014477409036,2.733768264875593,1e-10,1.7,4.0,4.0,0.5,0.5,1.0,1.0,3.0,1.25,1.5,2.0,100.0,default,1.0,2.248285539112825,8.069135214986941,0.09284038347027229,5.483016357368246e-09,0.1767606014376103,0.19870232910052535,0.19870232910052535,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c014,c014_vpair_c1p5_d2_l1_z500_relaxed_m2,discovery,,varactor_pair_mixer,varactor,Opposed varactor diode pairs between adjacent tanks.,runs\spice_412_component_realism\c014_vpair_c1p5_d2_l1_z500_relaxed_m2.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.78,reject_due_to_control_leakage,0.03014254822697328,True,0.00018439654442664033,0.8725549078268527,0.49751786816361293,0.09067477806009212,2.76466500316252,43.0,5.301911582606018e-05,0.010343761643554028,2.45277509423434e-09,0.28842309491693635,0.1770900920260553,143.649378528456,0.1770900920260553,4.997208201889225,0.53896984529669,0.025632582685341382,0.28842309491693635,0.1770900920260553,0.1770900920260553,0.53896984529669,0.03014254822697328,0.8725549078268527,0.49751786816361293,2.76466500316252,1e-12,1.2,2.0,2.0,1.0,0.5,0.75,0.5,5.0,1.5,2.0,1.0,500.0,relaxed,2.0,0.00018439654442664033,9.13592097050304,0.12378717796036307,5.789298353184984e-06,0.4830286072414912,0.7083067434398763,0.7083067434398763,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c015,c015_vpair_c0p75_d1p5_l0p5_z20_conservative_m0p5,discovery,,varactor_pair_mixer,varactor,Opposed varactor diode pairs between adjacent tanks.,runs\spice_412_component_realism\c015_vpair_c0p75_d1p5_l0p5_z20_conservative_m0p5.cir,failed_to_converge,"returncode=0 but ngspice reported: doAnalyses: TRAN:  Timestep too small; time = 0.000868919, timestep = 3.82067e-13: trouble with dvarp-instance dvp12a; log=c015_vpair_c0p75_d1p5_l0p5_z20_conservative_m0p5.log",0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.78,reject_due_to_control_leakage,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-14,2.2,0.5,0.5,2.0,0.5,1.0,1.0,3.0,0.75,1.5,0.5,20.0,conservative,0.5,,,,,,,,,,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c016,c016_vstack_c1_d1_l1_z100_default_m1,discovery,,back_to_back_varactor_stack,varactor,Back-to-back varactor stacks with floating midpoint references.,runs\spice_412_component_realism\c016_vstack_c1_d1_l1_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.8,reject_due_to_control_leakage,0.028092649418035458,True,0.00027082935163409423,0.5209926622937063,0.49135551115073484,0.09210930661038919,2.8137074699583025,43.0,4.4471132939250626e-05,0.013496666297154169,1.030357636286955e-09,1.0579767700898655,0.1770900920260553,142.55055767719307,0.1770900920260553,6.564424996159612,0.53896984529669,0.01644445840947246,1.0579767700898655,0.1770900920260553,0.1770900920260553,0.53896984529669,0.028092649418035458,0.5209926622937063,0.49135551115073484,2.8137074699583025,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.0,1.0,1.0,100.0,default,1.0,0.00027082935163409423,10.589050766643135,0.06189358898018153,1.3037953786409116e-08,0.41640948713790416,0.4728531342273349,0.4728531342273349,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c017,c017_vstack_c1p25_d1p5_l2_z100_default_m1,discovery,,back_to_back_varactor_stack,varactor,Back-to-back varactor stacks with floating midpoint references.,runs\spice_412_component_realism\c017_vstack_c1p25_d1p5_l2_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.8,reject_due_to_control_leakage,0.01860897676618244,True,0.03135284404191694,0.9909598196276774,0.5159468271973985,0.039651568940400186,2.7155909331587793,42.0,0.0010884911291096585,0.023177565164946807,1.174102015483069e-06,1.5989854765659919,0.1770900920260553,63.91463700368992,0.1770900920260553,11.306012264068139,0.53896984529669,0.5682454549334842,1.5989854765659919,0.1770900920260553,0.1770900920260553,0.53896984529669,0.01860897676618244,0.9909598196276774,0.5159468271973985,2.7155909331587793,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.25,1.5,2.0,100.0,default,1.0,0.03135284404191694,9.221951138191457,0.09284038347027229,6.158275525745283e-11,0.18177804272447406,0.21154953744976043,0.21154953744976043,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c018,c018_vstack_c1p25_d1p5_l2_z100_default_m1,discovery,,back_to_back_varactor_stack,varactor,Back-to-back varactor stacks with floating midpoint references.,runs\spice_412_component_realism\c018_vstack_c1p25_d1p5_l2_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.8,reject_due_to_control_leakage,0.016446472307288146,True,1.5738780857154664,0.9864243781864668,0.5171264811158325,0.042217746744097374,2.7068659852633914,41.0,0.0009088780596983961,0.02331938581557343,8.148450583777685e-07,0.9844631592794437,0.1770900920260553,63.296228064468416,0.1770900920260553,11.382465462326836,0.53896984529669,0.47972182822506126,0.9844631592794437,0.1770900920260553,0.1770900920260553,0.53896984529669,0.016446472307288146,0.9864243781864668,0.5171264811158325,2.7068659852633914,1e-10,1.7,4.0,4.0,0.5,0.5,1.0,1.0,3.0,1.25,1.5,2.0,100.0,default,1.0,1.5738780857154664,7.665731012989015,0.09284038347027229,6.081425608235271e-09,0.18123506945639034,0.20945085757415285,0.20945085757415285,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c019,c019_vstack_c1p5_d2_l1_z500_relaxed_m2,discovery,,back_to_back_varactor_stack,varactor,Back-to-back varactor stacks with floating midpoint references.,runs\spice_412_component_realism\c019_vstack_c1p5_d2_l1_z500_relaxed_m2.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.8,reject_due_to_control_leakage,0.009079833508719059,True,2.2226752432338086e-06,0.03449004405100505,0.4862812084152361,0.3323447744781868,3.1412868160107053,42.0,2.9278148289223792e-05,0.008747177110221677,2.956520956575753e-11,0.6598619874228635,0.1770900920260553,130.5056803995517,0.1770900920260553,4.229355792653881,0.1770900920260553,0.013879525265174306,0.0,0.1770900920260553,0.1770900920260553,0.1770900920260553,0.009079833508719059,0.03449004405100505,0.4862812084152361,3.1412868160107053,1e-12,1.2,2.0,2.0,1.0,0.5,0.75,0.5,5.0,1.5,2.0,1.0,500.0,relaxed,2.0,2.2226752432338086e-06,12.947824666418317,0.12378717796036307,1.7853663362872892e-06,0.44653707971734496,0.6581351313351708,0.6581351313351708,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c020,c020_vstack_c0p75_d1p5_l0p5_z20_conservative_m0p5,discovery,,back_to_back_varactor_stack,varactor,Back-to-back varactor stacks with floating midpoint references.,runs\spice_412_component_realism\c020_vstack_c0p75_d1p5_l0p5_z20_conservative_m0p5.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.8,reject_due_to_control_leakage,0.04026623564087511,True,4.222525672225128e-07,0.013472857559437244,0.4819041597895809,0.4589382858976093,3.1345320312339027,28.0,2.0436246151168684e-05,0.010675369358892321,5.626806356482237e-12,1.9226152070847782,0.1770900920260553,446.1022035370696,0.1770900920260553,5.200746520937332,0.1770900920260553,0.009888049363180197,0.0,0.1770900920260553,0.1770900920260553,0.1770900920260553,0.04026623564087511,0.013472857559437244,0.4819041597895809,3.1345320312339027,1e-14,2.2,0.5,0.5,2.0,0.5,1.0,1.0,3.0,0.75,1.5,0.5,20.0,conservative,0.5,4.222525672225128e-07,12.860454320118373,0.09284038347027229,0.0001036174541668428,1.3115010523135584,1.4863571344727156,1.4863571344727156,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c021,c021_satcore_c1_d1_l1_z100_default_m1,discovery,,saturable_inductor_core,magnetic,Nonlinear magnetic-core proxy on each tank inductor branch.,runs\spice_412_component_realism\c021_satcore_c1_d1_l1_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.68,reject_due_to_control_leakage,0.03068596067187949,True,0.00048527880617636016,0.4985308302383116,0.4898397020162141,0.07836790254809035,2.8409553687640283,43.0,6.0854932308109495e-05,0.013472020982977551,1.8462205837555325e-09,1.548632299283443,0.1770900920260553,142.74154600164354,0.1770900920260553,6.550497984108399,0.53896984529669,0.022868636181348028,1.548632299283443,0.1770900920260553,0.1770900920260553,0.53896984529669,0.03068596067187949,0.4985308302383116,0.4898397020162141,2.8409553687640283,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.0,1.0,1.0,100.0,default,1.0,0.00048527880617636016,10.689933369677636,0.06189358898018153,1.2989344619079042e-08,0.4162453542205828,0.4735656970909058,0.4735656970909058,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c022,c022_satcore_c1p25_d1p5_l2_z100_default_m1,discovery,,saturable_inductor_core,magnetic,Nonlinear magnetic-core proxy on each tank inductor branch.,runs\spice_412_component_realism\c022_satcore_c1p25_d1p5_l2_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.68,reject_due_to_control_leakage,0.01865942437747925,True,0.04764003114122468,0.9924091443577991,0.5150652533011318,0.03705432418892263,2.7236210501194904,43.0,0.0013407724741683219,0.023129403968396668,1.7840249677447823e-06,1.8096229578135024,0.1770900920260553,64.06199316068354,0.1770900920260553,11.279846424483855,0.53896984529669,0.7004675822319832,1.8096229578135024,0.1770900920260553,0.1770900920260553,0.53896984529669,0.01865942437747925,0.9924091443577991,0.5150652533011318,2.7236210501194904,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.25,1.5,2.0,100.0,default,1.0,0.04764003114122468,9.21747598112433,0.09284038347027229,6.153000953180157e-11,0.18174098957398263,0.21205405734007568,0.21205405734007568,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c023,c023_satcore_c1p25_d1p5_l2_z100_default_m1,discovery,,saturable_inductor_core,magnetic,Nonlinear magnetic-core proxy on each tank inductor branch.,runs\spice_412_component_realism\c023_satcore_c1p25_d1p5_l2_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.68,reject_due_to_control_leakage,0.01865942437747925,True,3.445854855759608,0.9924091443577991,0.5150652533011318,0.03705432418892263,2.7236210501194904,43.0,0.0013407724741683219,0.023129403968396668,1.7840249677447823e-06,1.8096229578135024,0.1770900920260553,64.06199316068354,0.1770900920260553,11.279846424483855,0.53896984529669,0.7004675822319832,1.8096229578135024,0.1770900920260553,0.1770900920260553,0.53896984529669,0.01865942437747925,0.9924091443577991,0.5150652533011318,2.7236210501194904,1e-10,1.7,4.0,4.0,0.5,0.5,1.0,1.0,3.0,1.25,1.5,2.0,100.0,default,1.0,3.445854855759608,9.497028868025163,0.09284038347027229,6.153000953180158e-09,0.18174098957398263,0.21205405734007568,0.21205405734007568,plausible,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c024,c024_satcore_c1p5_d2_l1_z500_relaxed_m2,discovery,,saturable_inductor_core,magnetic,Nonlinear magnetic-core proxy on each tank inductor branch.,runs\spice_412_component_realism\c024_satcore_c1p5_d2_l1_z500_relaxed_m2.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.68,reject_due_to_control_leakage,0.04805815554392572,True,1.8030904908362288e-06,0.01568115033158258,0.4882592540265659,0.48497302013182375,3.1091229890567185,34.0,3.91086006738411e-05,0.008492268456223334,2.398404732759694e-11,0.9644014591556026,0.1770900920260553,126.81714497417464,0.1770900920260553,4.106429792802947,0.1770900920260553,0.018721448664319983,0.0,0.1770900920260553,0.1770900920260553,0.1770900920260553,0.04805815554392572,0.01568115033158258,0.4882592540265659,3.1091229890567185,1e-12,1.2,2.0,2.0,1.0,0.5,0.75,0.5,5.0,1.5,2.0,1.0,500.0,relaxed,2.0,1.8030904908362288e-06,12.799961314973398,0.12378717796036307,1.2241828226422621e-06,0.43483168799119426,0.6401643005374057,0.6401643005374057,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c025,c025_satcore_c0p75_d1p5_l0p5_z20_conservative_m0p5,discovery,,saturable_inductor_core,magnetic,Nonlinear magnetic-core proxy on each tank inductor branch.,runs\spice_412_component_realism\c025_satcore_c0p75_d1p5_l0p5_z20_conservative_m0p5.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.68,reject_due_to_control_leakage,0.02902091975748454,True,4.862062903747949e-07,0.011103227141655656,0.4807868240513998,0.5001763847783016,3.1069269604560588,27.0,2.4156305279545147e-05,0.010320012458979086,6.479033776485902e-12,1.8348113105486747,0.1770900920260553,425.8815687629358,0.1770900920260553,5.018405773338338,0.1770900920260553,0.011676111509293133,0.0,0.1770900920260553,0.1770900920260553,0.1770900920260553,0.02902091975748454,0.011103227141655656,0.4807868240513998,3.1069269604560588,1e-14,2.2,0.5,0.5,2.0,0.5,1.0,1.0,3.0,0.75,1.5,0.5,20.0,conservative,0.5,4.862062903747949e-07,12.89631961499852,0.09284038347027229,3.4872986609700914e-05,1.2495700041896385,1.4155584409632547,1.4155584409632547,aggressive,True,0.600079139285388
component_realism,,,,,,,,,,,,,,,,,,,c026,c026_xfsat_c1_d1_l1_z100_default_m1,discovery,,coupled_saturable_transformer,magnetic,Coupled saturable transformer proxy between adjacent tanks.,runs\spice_412_component_realism\c026_xfsat_c1_d1_l1_z100_default_m1.cir,ran_successfully,,0.18,0.36159299999999994,0.5358525808263697,0.54,False,False,False,0.64,reject_due_to_control_leakage,0.03068596067187949,True,0.00048527880617636016,0.4985308302383116,0.4898397020162141,0.07836790254809035,2.8409553687640283,43.0,6.0854932308109495e-05,0.013472020982977551,1.8462205837555325e-09,1.548632299283443,0.1770900920260553,142.74154600164354,0.1770900920260553,6.550497984108399,0.53896984529669,0.022868636181348028,1.548632299283443,0.1770900920260553,0.1770900920260553,0.53896984529669,0.03068596067187949,0.4985308302383116,0.4898397020162141,2.8409553687640283,1e-12,1.7,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.0,1.0,1.0,100.0,default,1.0,0.00048527880617636016,10.689933369677636,0.06189358898018153,1.2989344619079042e-08,0.4162453542205828,0.4735656970909058,0.4735656970909058,plausible,True,0.600079139285388
