row_type,discovery_cases_run,successful_discovery_cases,failed_to_converge_cases,bridge_ratio_gt_1p5_found,bridge_ratio_gt_1p5_cases,phase_lock_gt_0p50_found,phase_lock_gt_0p50_cases,phase_lock_gt_0p90_found,phase_lock_gt_0p90_cases,component_phase_candidate_count,component_phase_near_miss_count,controls_dead_under_coherent_growth,controls_mostly_clean_under_coherent_growth,max_coherent_control_leakage_score,linear_control_leakage_score,weak_nonlinearity_leakage_score,detuned_control_leakage_score,shuffled_control_leakage_score,off_resonance_control_leakage_score,best_phase_lock_case,best_phase_lock_variant,best_phase_lock_value,best_bridge_lock_case,best_bridge_lock_variant,best_bridge_lock_phase_lock,best_bridge_lock_bridge_ratio,best_mechanism_by_phase_lock,mechanism_phase_lock_scores,failed_convergence_cases,recommended_next_step,case_id,seed_case_id,circuit,role,control_kind,nonlinear_variant,execution_status,convergence_failure_reason,direct_8_drive_present,direct_12_drive_present,target_frequency_injection_present,promotion_category,sweep_focus,component_family,target_detuning,generated_detuning,k12_sign,k23_sign,coupling_strength_scale,source_q_scale,generated_q_scale,target_q_scale,trap_kind,limiter_loss_scale,drive_amplitude_scale,source_load_impedance_scale,solver_tolerance_profile,max_timestep_profile,netlist_path,source_frequency_hz,generated_frequency_hz,target_frequency_hz,nominal_target_frequency_hz,component_realism_score,spice_phase_lock_target,spice_phase_extraction_stable,spice_bridge_ratio,spice_spectral_purity_target,spice_generated_envelope_cv,spice_target_envelope_cv,spice_max_phase_jump,spice_near_slip_count,spice_target_rms_v,spice_generated_rms_v,spice_target_projection_power,spice_target_voltage_growth_ratio,spice_fft_peak_source_hz,spice_fft_peak_source_amp,spice_fft_peak_generated_hz,spice_fft_peak_generated_amp,spice_fft_peak_target_hz,spice_fft_peak_target_amp,phase_lock_generated,target_coherent_growth,target_coherent_late_amp,target_coherent_early_amp,target_band_growth,phase_lock_target,spectral_purity_target,generated_envelope_CV,target_envelope_CV,max_phase_jump,near_slip_count,bridge_ratio_vs_direct_4plus8_reference,source_fft_peak,generated_fft_peak,target_fft_peak,required_drive_voltage,peak_diode_current,peak_varactor_voltage,peak_inductor_current,component_stress_score,component_stress_label,passivity_flag
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p004,c023,p004_c023_satcore_seed_baseline_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,saturable_inductor_core,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,seed_baseline,magnetic,-0.09,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p004_c023_satcore_seed_baseline_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.53595,0.54,0.68,0.018501678418557474,True,132.93053602844307,0.9924451662651486,0.5151931090866563,0.0369980290160763,2.7207278390001477,43.0,0.0013428038258152023,0.023094954172362955,1.789499826845319e-06,1.817600200414026,0.1770900920260553,64.04221420687666,0.1770900920260553,11.262950697782898,0.53896984529669,0.7016906518381879,0.013352190099995187,2.2200226701132215,0.0018793877190717131,0.0008465623997325505,1.817600200414026,0.018501678418557474,0.9924451662651486,0.5151931090866563,0.0369980290160763,2.7207278390001477,43.0,132.93053602844307,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.145686644227363e-09,0.18168955579885732,0.21198821042520977,0.21198821042520977,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p005,c028,p005_c028_xfsat_seed_baseline_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,coupled_saturable_transformer,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,seed_baseline,magnetic,-0.09,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p005_c028_xfsat_seed_baseline_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.53595,0.54,0.64,0.018501678418557474,True,132.93053602844307,0.9924451662651486,0.5151931090866563,0.0369980290160763,2.7207278390001477,43.0,0.0013428038258152023,0.023094954172362955,1.789499826845319e-06,1.817600200414026,0.1770900920260553,64.04221420687666,0.1770900920260553,11.262950697782898,0.53896984529669,0.7016906518381879,0.013352190099995187,2.2200226701132215,0.0018793877190717131,0.0008465623997325505,1.817600200414026,0.018501678418557474,0.9924451662651486,0.5151931090866563,0.0369980290160763,2.7207278390001477,43.0,132.93053602844307,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.145686644227363e-09,0.18168955579885732,0.21198821042520977,0.21198821042520977,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p006,c033,p006_c033_hybrid_seed_baseline_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,hybrid_varactor_plus_saturable_inductor,ran_successfully,,False,False,False,not_promoted,seed_baseline,hybrid,-0.09,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p006_c033_hybrid_seed_baseline_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.53595,0.54,0.7,0.02484483095315086,True,0.608136935025716,0.9084722590647029,0.519499124047325,0.03812659209587336,2.7327295013936066,43.0,0.0011360298106065116,0.02394736934692986,1.172441347793948e-06,0.797055027795291,0.1770900920260553,59.98095161283256,0.1770900920260553,11.707532024968298,0.53896984529669,0.565569519359322,0.020476720452404538,1.0237783960276485,0.001528968172450966,0.0014934561799540788,0.797055027795291,0.02484483095315086,0.9084722590647029,0.519499124047325,0.03812659209587336,2.7327295013936066,43.0,0.608136935025716,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,5.473540089457052e-09,0.1766859485291632,0.1986188393773015,0.1986188393773015,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p007,c008,p007_c008_bridge_target_detuning_tdm0p12_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,diode_bridge_mixer,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,target_detuning,diode,-0.12,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p007_c008_bridge_target_detuning_tdm0p12_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.5346,0.54,0.72,0.017729119356998845,True,18.603301653368327,0.9877070985715298,0.5167651648041974,0.04232837136295042,2.7011017414190235,42.0,0.0008595880527697204,0.02319437142541639,7.298084986087354e-07,1.2109067703480034,0.1770900920260553,63.714572082686516,0.1770900920260553,11.316987783159812,0.53896984529669,0.4530067040006142,0.014739680500397404,1.4968267425460453,0.0012020782166349345,0.0008030844068099993,1.2109067703480034,0.017729119356998845,0.9877070985715298,0.5167651648041974,0.04232837136295042,2.7011017414190235,42.0,18.603301653368327,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.148785027858175e-09,0.181711350793479,0.21083452238375536,0.21083452238375536,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p008,c018,p008_c018_vstack_target_detuning_tdm0p12_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,back_to_back_varactor_stack,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,target_detuning,varactor,-0.12,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p008_c018_vstack_target_detuning_tdm0p12_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.5346,0.54,0.8,0.017077848220214305,True,8.438538921948206,0.9848025616558944,0.5172149468753483,0.04330687445245394,2.7022165791527755,42.0,0.0008543382789641191,0.023284077207809468,7.188013774388247e-07,0.9449968628508891,0.1770900920260553,63.27839582858553,0.1770900920260553,11.365217212671672,0.53896984529669,0.45074531897670966,0.01493849589896705,1.1398378157451257,0.0011901297163313305,0.0010441219793653964,0.9449968628508891,0.017077848220214305,0.9848025616558944,0.5172149468753483,0.04330687445245394,2.7022165791527755,42.0,8.438538921948206,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.074758976326434e-09,0.18118764945134652,0.20939668053632213,0.20939668053632213,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p009,c008,p009_c008_bridge_target_detuning_tdm0p1_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,diode_bridge_mixer,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,target_detuning,diode,-0.1,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p009_c008_bridge_target_detuning_tdm0p1_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.5355,0.54,0.72,0.017207122128407647,True,20.69355828378727,0.988761181484586,0.5168885192754623,0.04163312816910484,2.704269522538283,42.0,0.0009061108431120263,0.023194361924605097,8.118093757421123e-07,1.2616085310898326,0.1770900920260553,63.71419769569269,0.1770900920260553,11.316909853904802,0.53896984529669,0.4761531056929242,0.014297661060365814,1.5545849424701477,0.0012654956705901669,0.0008140408645534453,1.2616085310898326,0.017207122128407647,0.988761181484586,0.5168885192754623,0.04163312816910484,2.704269522538283,42.0,20.69355828378727,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.149007107821926e-09,0.18171291255797342,0.21082526306004754,0.21082526306004754,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p010,c018,p010_c018_vstack_target_detuning_tdm0p1_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,back_to_back_varactor_stack,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,target_detuning,varactor,-0.1,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p010_c018_vstack_target_detuning_tdm0p1_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.5355,0.54,0.8,0.01697984384044456,True,9.219735064152776,0.9860006752675508,0.5172601727111242,0.04255470918287886,2.7024801590280703,42.0,0.0008924654986463227,0.023284022475807502,7.853442787941817e-07,0.9733199650308361,0.1770900920260553,63.277101633548455,0.1770900920260553,11.365220713272596,0.53896984529669,0.47110263548792913,0.015485164498795194,1.1682220532130891,0.0012463137292807733,0.001066846603223163,0.9733199650308361,0.01697984384044456,0.9860006752675508,0.5172601727111242,0.04255470918287886,2.7024801590280703,42.0,9.219735064152776,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.0766092510009695e-09,0.1812008156560429,0.20939106214008094,0.20939106214008094,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p011,c008,p011_c008_bridge_target_detuning_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,diode_bridge_mixer,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,target_detuning,diode,-0.09,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p011_c008_bridge_target_detuning_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.53595,0.54,0.72,0.017147516441715582,True,21.846856262788034,0.9892298043443402,0.5166657162334807,0.041517554297917515,2.6995610580071485,42.0,0.0009307977470327332,0.023194483352385133,8.570533158870403e-07,1.289372696248217,0.1770900920260553,63.712045693117155,0.1770900920260553,11.317049414467073,0.53896984529669,0.4885937764884908,0.014165145161244124,1.5865884502481442,0.001299225486687428,0.0008188799600074157,1.289372696248217,0.017147516441715582,0.9892298043443402,0.5166657162334807,0.041517554297917515,2.6995610580071485,42.0,21.846856262788034,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.147728065777849e-09,0.18170391700800897,0.21082946900931257,0.21082946900931257,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p012,c018,p012_c018_vstack_target_detuning_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,back_to_back_varactor_stack,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,target_detuning,varactor,-0.09,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p012_c018_vstack_target_detuning_tdm0p09_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.53595,0.54,0.8,0.016317485373159437,True,9.631676820947964,0.9865556085991758,0.5173029806595542,0.0420757935048273,2.706237513936472,42.0,0.0009119289173019678,0.023284173180229892,8.204338013937397e-07,0.9870377050257199,0.1770900920260553,63.27751330385715,0.1770900920260553,11.365231733926562,0.53896984529669,0.4812921570997423,0.015087851972120639,1.181894273043162,0.0012742588458854013,0.001078149606905546,0.9870377050257199,0.016317485373159437,0.9865556085991758,0.5173029806595542,0.0420757935048273,2.706237513936472,42.0,9.631676820947964,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.074775441950437e-09,0.18118776663501066,0.2093900716103437,0.2093900716103437,plausible,True
component_phase_lock,,,,,,,,,,,,,,,0.0,0.5668212777186143,0.5638134620404281,0.0,0.0,,,,,,,,,,,,p013,c008,p013_c008_bridge_target_detuning_tdm0p08_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0,discovery,,diode_bridge_mixer,ran_successfully,,False,False,False,reject_due_to_phase_incoherence,target_detuning,diode,-0.08,0.04,1,1,1.0,1.0,1.0,1.0,none,2.0,1.5,100.0,default,1.0,runs\spice_412_component_phase_lock\p013_c008_bridge_target_detuning_tdm0p08_gd0p04_k11_cs1p0_q1p0-1p0-1p0_trnone_l2p0.cir,0.18,0.36179999999999995,0.5364,0.54,0.72,0.017270288390212087,True,23.100855154080023,0.9897115665513897,0.5167636147543481,0.04143382103783081,2.7037617096985826,42.0,0.0009569057179606235,0.023194263376760452,9.06247758097524e-07,1.3184529532770195,0.1770900920260553,63.71207612155513,0.1770900920260553,11.31691874309904,0.53896984529669,0.5015204731513061,0.014306286733385944,1.6198320918170257,0.0013344993050359443,0.0008238503927521197,1.3184529532770195,0.017270288390212087,0.9897115665513897,0.5167636147543481,0.04143382103783081,2.7037617096985826,42.0,23.100855154080023,0.1770900920260553,0.1770900920260553,0.53896984529669,0.09284038347027229,6.148102703351827e-09,0.18170655203860403,0.2108203412285581,0.2108203412285581,plausible,True
