 time            time            v(n1)           v(n2)           v(n3)           i(L1)           i(L2)           i(L3)
 3.14710262e-08  3.14710262e-08  8.13595538e-05  2.00212855e-04  2.89224284e-04  6.90675077e-09  1.68466669e-08  3.14860671e-08
 3.15016343e-08  3.15016343e-08  8.67027516e-05  2.14299327e-04  3.10281636e-04  7.00699672e-09  1.73183390e-08  3.25449628e-08
 3.15302991e-08  3.15302991e-08  9.24241604e-05  2.29352230e-04  3.32778561e-04  7.10705539e-09  1.77911178e-08  3.36086824e-08
 3.15571404e-08  3.15571404e-08  9.85499422e-05  2.45438812e-04  3.56814628e-04  7.20694270e-09  1.82648956e-08  3.46768200e-08
 3.15822713e-08  3.15822713e-08  1.05108058e-04  2.62631004e-04  3.82496379e-04  7.30667342e-09  1.87395747e-08  3.57490012e-08
 3.16057981e-08  3.16057981e-08  1.12128393e-04  2.81005733e-04  4.09937801e-04  7.40626118e-09  1.92150663e-08  3.68248808e-08
 3.16278212e-08  3.16278212e-08  1.19642895e-04  3.00645271e-04  4.39260837e-04  7.50571859e-09  1.96912903e-08  3.79041415e-08
 3.16484347e-08  3.16484347e-08  1.27685714e-04  3.21637601e-04  4.70595932e-04  7.60505724e-09  2.01681739e-08  3.89864913e-08
 3.16677272e-08  3.16677272e-08  1.36293359e-04  3.44076811e-04  5.04082622e-04  7.70428778e-09  2.06456516e-08  4.00716620e-08
 3.16857822e-08  3.16857822e-08  1.45504864e-04  3.68063513e-04  5.39870154e-04  7.80342001e-09  2.11236639e-08  4.11594075e-08
 3.17026778e-08  3.17026778e-08  1.55361961e-04  3.93705295e-04  5.78118158e-04  7.90246289e-09  2.16021573e-08  4.22495021e-08
 3.17184876e-08  3.17184876e-08  1.65909271e-04  4.21117205e-04  6.18997361e-04  8.00142463e-09  2.20810833e-08  4.33417389e-08
 3.17332805e-08  3.17332805e-08  1.77194501e-04  4.50422260e-04  6.62690355e-04  8.10031273e-09  2.25603985e-08  4.44359286e-08
 3.17471212e-08  3.17471212e-08  1.89268665e-04  4.81752004e-04  7.09392416e-04  8.19913404e-09  2.30400634e-08  4.55318978e-08
 3.17600703e-08  3.17600703e-08  2.02186309e-04  5.15247097e-04  7.59312378e-04  8.29789480e-09  2.35200427e-08  4.66294879e-08
 3.17721849e-08  3.17721849e-08  2.16005758e-04  5.51057942e-04  8.12673572e-04  8.39660072e-09  2.40003046e-08  4.77285542e-08
 3.17835183e-08  3.17835183e-08  2.30789379e-04  5.89345361e-04  8.69714829e-04  8.49525697e-09  2.44808202e-08  4.88289641e-08
 3.17941205e-08  3.17941205e-08  2.46603863e-04  6.30281321e-04  9.30691550e-04  8.59386827e-09  2.49615637e-08  4.99305969e-08
 3.18040384e-08  3.18040384e-08  2.63520521e-04  6.74049700e-04  9.95876856e-04  8.69243890e-09  2.54425121e-08  5.10333422e-08
 3.18133158e-08  3.18133158e-08  2.81615609e-04  7.20847116e-04  1.06556281e-03  8.79097276e-09  2.59236443e-08  5.21370993e-08
 3.18219939e-08  3.18219939e-08  3.00976333e-04  7.70898366e-04  1.14008336e-03  8.88947467e-09  2.64049479e-08  5.32417912e-08
 3.18301986e-08  3.18301986e-08  3.21922187e-04  8.25028583e-04  1.22066618e-03  8.98904603e-09  2.68917771e-08  5.43596701e-08
 3.18377971e-08  3.18377971e-08  3.44127871e-04  8.82396380e-04  1.30605792e-03  9.08765109e-09  2.73741495e-08  5.54677729e-08
 3.18449652e-08  3.18449652e-08  3.68098784e-04  9.44306978e-04  1.39820073e-03  9.18711987e-09  2.78609902e-08  5.65865631e-08
 3.18515993e-08  3.18515993e-08  3.93490229e-04  1.00986952e-03  1.49576802e-03  9.28555786e-09  2.83430021e-08  5.76946390e-08
 3.18578623e-08  3.18578623e-08  4.20924632e-04  1.08069068e-03  1.60115008e-03  9.38493665e-09  2.88298172e-08  5.88141103e-08
 3.18637159e-08  3.18637159e-08  4.50287832e-04  1.15647503e-03  1.71390654e-03  9.48429731e-09  2.93167211e-08  5.99341101e-08
 3.18691881e-08  3.18691881e-08  4.81722047e-04  1.23758915e-03  1.83458215e-03  9.58366580e-09  2.98038231e-08  6.10548621e-08
 3.18742996e-08  3.18742996e-08  5.15345562e-04  1.32433784e-03  1.96362973e-03  9.68296524e-09  3.02907301e-08  6.21754357e-08
 3.18790758e-08  3.18790758e-08  5.51320135e-04  1.41713801e-03  2.10166887e-03  9.78222696e-09  3.07775809e-08  6.32961268e-08
 3.18835394e-08  3.18835394e-08  5.89815954e-04  1.51642828e-03  2.24935143e-03  9.88146938e-09  3.12644529e-08  6.44170914e-08
 3.18877114e-08  3.18877114e-08  6.31013981e-04  1.62267499e-03  2.40737045e-03  9.98070500e-09  3.17513956e-08  6.55384240e-08
 3.18916107e-08  3.18916107e-08  6.75104253e-04  1.73636787e-03  2.57645371e-03  1.00799363e-08  3.22384104e-08  6.66601096e-08
 3.18952552e-08  3.18952552e-08  7.22288662e-04  1.85802717e-03  2.75737438e-03  1.01791623e-08  3.27254834e-08  6.77820998e-08
 3.18986613e-08  3.18986613e-08  7.72782962e-04  1.98820883e-03  2.95095866e-03  1.02783818e-08  3.32126001e-08  6.89043458e-08
 3.19018446e-08  3.19018446e-08  8.26818382e-04  2.12750868e-03  3.15809204e-03  1.03775946e-08  3.36997513e-08  7.00268128e-08
 3.19048197e-08  3.19048197e-08  8.84642731e-04  2.27656523e-03  3.37972346e-03  1.04768010e-08  3.41869323e-08  7.11494772e-08
 3.19076001e-08  3.19076001e-08  9.46521381e-04  2.43606225e-03  3.61686913e-03  1.05760018e-08  3.46741405e-08  7.22723214e-08
 3.19101987e-08  3.19101987e-08  1.01273834e-03  2.60673152e-03  3.87061659e-03  1.06751977e-08  3.51613738e-08  7.33953300e-08
 3.19126272e-08  3.19126272e-08  1.08359749e-03  2.78935598e-03  4.14212943e-03  1.07743893e-08  3.56486301e-08  7.45184885e-08
 3.19148967e-08  3.19148967e-08  1.15942396e-03  2.98477333e-03  4.43265263e-03  1.08735770e-08  3.61359070e-08  7.56417829e-08
 3.19170178e-08  3.19170178e-08  1.24056562e-03  3.19387986e-03  4.74351827e-03  1.09727613e-08  3.66232026e-08  7.67652004e-08
 3.19190001e-08  3.19190001e-08  1.32739475e-03  3.41763466e-03  5.07615173e-03  1.10719424e-08  3.71105149e-08  7.78887291e-08
 3.19208526e-08  3.19208526e-08  1.42030966e-03  3.65706400e-03  5.43207826e-03  1.11711208e-08  3.75978421e-08  7.90123584e-08
 3.19225839e-08  3.19225839e-08  1.51973662e-03  3.91326608e-03  5.81292998e-03  1.12702966e-08  3.80851828e-08  8.01360789e-08
 3.19242019e-08  3.19242019e-08  1.62613175e-03  4.18741599e-03  6.22045334e-03  1.13694701e-08  3.85725355e-08  8.12598819e-08
 3.19257140e-08  3.19257140e-08  1.73998313e-03  4.48077119e-03  6.65651715e-03  1.14686417e-08  3.90598992e-08  8.23837595e-08
 3.19271271e-08  3.19271271e-08  1.86181303e-03  4.79467720e-03  7.12312114e-03  1.15678114e-08  3.95472726e-08  8.35077048e-08
 3.19284477e-08  3.19284477e-08  1.99218031e-03  5.13057380e-03  7.62240512e-03  1.16669795e-08  4.00346550e-08  8.46317112e-08
 3.19296819e-08  3.19296819e-08  2.13168300e-03  5.49000164e-03  8.15665879e-03  1.17661461e-08  4.05220452e-08  8.57557731e-08
 3.19308353e-08  3.19308353e-08  2.28096101e-03  5.87460931e-03  8.72833228e-03  1.18653115e-08  4.10094427e-08  8.68798851e-08
 3.19319132e-08  3.19319132e-08  2.44069909e-03  6.28616085e-03  9.34004733e-03  1.19644757e-08  4.14968466e-08  8.80040426e-08
 3.19329205e-08  3.19329205e-08  2.61162996e-03  6.72654393e-03  9.99460938e-03  1.20636388e-08  4.19842564e-08  8.91282411e-08
 3.19338619e-08  3.19338619e-08  2.79453768e-03  7.19777842e-03  1.06950204e-02  1.21628010e-08  4.24716715e-08  9.02524769e-08
 3.19347417e-08  3.19347417e-08  2.99026124e-03  7.70202573e-03  1.14444926e-02  1.22619624e-08  4.29590914e-08  9.13767463e-08
 3.19355639e-08  3.19355639e-08  3.19969840e-03  8.24159866e-03  1.22464633e-02  1.23611231e-08  4.34465155e-08  9.25010463e-08
 3.19363322e-08  3.19363322e-08  3.42380983e-03  8.81897205e-03  1.31046106e-02  1.24602830e-08  4.39339436e-08  9.36253739e-08
 3.19370503e-08  3.19370503e-08  3.66362350e-03  9.43679411e-03  1.40228703e-02  1.25594424e-08  4.44213752e-08  9.47497265e-08
 3.19377214e-08  3.19377214e-08  3.92023938e-03  1.00978986e-02  1.50054539e-02  1.26586013e-08  4.49088100e-08  9.58741019e-08
 3.19383485e-08  3.19383485e-08  4.19483452e-03  1.08053177e-02  1.60568679e-02  1.27577597e-08  4.53962477e-08  9.69984978e-08
 3.19389345e-08  3.19389345e-08  4.48866844e-03  1.15622962e-02  1.71819346e-02  1.28569176e-08  4.58836881e-08  9.81229123e-08
 3.19394822e-08  3.19394822e-08  4.80308886e-03  1.23723061e-02  1.83858140e-02  1.29560753e-08  4.63711309e-08  9.92473438e-08
 3.19399941e-08  3.19399941e-08  5.13953797e-03  1.32390626e-02  1.96740277e-02  1.30552325e-08  4.68585760e-08  1.00371791e-07
 3.19404724e-08  3.19404724e-08  5.49955894e-03  1.41665412e-02  2.10524841e-02  1.31543895e-08  4.73460230e-08  1.01496251e-07
 3.19409194e-08  3.19409194e-08  5.88480311e-03  1.51589959e-02  2.25275056e-02  1.32535463e-08  4.78334719e-08  1.02620725e-07
 3.19413372e-08  3.19413372e-08  6.29703745e-03  1.62209789e-02  2.41058575e-02  1.33527028e-08  4.83209225e-08  1.03745210e-07
 3.19417276e-08  3.19417276e-08  6.73815275e-03  1.73573611e-02  2.57947789e-02  1.34518592e-08  4.88083748e-08  1.04869706e-07
 3.19420924e-08  3.19420924e-08  7.21017226e-03  1.85733546e-02  2.76020162e-02  1.35510153e-08  4.92958285e-08  1.05994211e-07
 3.19424334e-08  3.19424334e-08  7.71526096e-03  1.98745370e-02  2.95358586e-02  1.36501714e-08  4.97832836e-08  1.07118726e-07
 3.19427520e-08  3.19427520e-08  8.25573550e-03  2.12668763e-02  3.16051759e-02  1.37493273e-08  5.02707401e-08  1.08243248e-07
 3.19430498e-08  3.19430498e-08  8.83407483e-03  2.27567588e-02  3.38194593e-02  1.38484831e-08  5.07581978e-08  1.09367778e-07
 3.19433281e-08  3.19433281e-08  9.45293155e-03  2.43510181e-02  3.61888650e-02  1.39476389e-08  5.12456567e-08  1.10492315e-07
 3.19435882e-08  3.19435882e-08  1.01151441e-02  2.60569666e-02  3.87242609e-02  1.40467946e-08  5.17331168e-08  1.11616858e-07
 3.19438312e-08  3.19438312e-08  1.08237498e-02  2.78824292e-02  4.14372760e-02  1.41459503e-08  5.22205781e-08  1.12741408e-07
 3.19440583e-08  3.19440583e-08  1.15819986e-02  2.98357787e-02  4.43403544e-02  1.42451059e-08  5.27080406e-08  1.13865964e-07
 3.19442706e-08  3.19442706e-08  1.23933682e-02  3.19259747e-02  4.74468120e-02  1.43442616e-08  5.31955042e-08  1.14990525e-07
 3.19444690e-08  3.19444690e-08  1.32615801e-02  3.41626046e-02  5.07708974e-02  1.44434173e-08  5.36829691e-08  1.16115091e-07
 3.19446543e-08  3.19446543e-08  1.41906163e-02  3.65559274e-02  5.43278580e-02  1.45425731e-08  5.41704352e-08  1.17239663e-07
 3.19448276e-08  3.19448276e-08  1.51847376e-02  3.91169208e-02  5.81340091e-02  1.46417289e-08  5.46579027e-08  1.18364240e-07
 3.19449895e-08  3.19449895e-08  1.62485036e-02  4.18573320e-02  6.22068096e-02  1.47408848e-08  5.51453715e-08  1.19488823e-07
 3.19451408e-08  3.19451408e-08  1.73867930e-02  4.47897308e-02  6.65649414e-02  1.48400408e-08  5.56328419e-08  1.20613411e-07
 3.19452822e-08  3.19452822e-08  1.86048265e-02  4.79275682e-02  7.12283959e-02  1.49391970e-08  5.61203140e-08  1.21738004e-07
 3.19454143e-08  3.19454143e-08  1.99081903e-02  5.12852374e-02  7.62185650e-02  1.50383533e-08  5.66077878e-08  1.22862603e-07
 3.19455378e-08  3.19455378e-08  2.13028620e-02  5.48781403e-02  8.15583401e-02  1.51375098e-08  5.70952637e-08  1.23987208e-07
 3.19456532e-08  3.19456532e-08  2.27952376e-02  5.87227582e-02  8.72722165e-02  1.52366666e-08  5.75827418e-08  1.25111820e-07
 3.19457610e-08  3.19457610e-08  2.43921615e-02  6.28367270e-02  9.33864066e-02  1.53358237e-08  5.80702223e-08  1.26236439e-07
 3.19458618e-08  3.19458618e-08  2.61009571e-02  6.72389187e-02  9.99289599e-02  1.54349811e-08  5.85577057e-08  1.27361066e-07
 3.19459560e-08  3.19459560e-08  2.79294608e-02  7.19495281e-02  1.06929892e-01  1.55341389e-08  5.90451922e-08  1.28485701e-07
 3.19460440e-08  3.19460440e-08  2.98860580e-02  7.69901650e-02  1.14421322e-01  1.56332971e-08  5.95326822e-08  1.29610346e-07
 3.19461263e-08  3.19461263e-08  3.19797211e-02  8.23839541e-02  1.22437623e-01  1.57324559e-08  6.00201763e-08  1.30735001e-07
 3.19462032e-08  3.19462032e-08  3.42200506e-02  8.81556409e-02  1.31015575e-01  1.58316152e-08  6.05076749e-08  1.31859669e-07
 3.19462750e-08  3.19462750e-08  3.66173195e-02  9.43317057e-02  1.40194539e-01  1.59307752e-08  6.09951787e-08  1.32984350e-07
 3.19463421e-08  3.19463421e-08  3.91825200e-02  1.00940485e-01  1.50016635e-01  1.60299360e-08  6.14826884e-08  1.34109046e-07
 3.19464049e-08  3.19464049e-08  4.19274137e-02  1.08012303e-01  1.60526941e-01  1.61290977e-08  6.19702049e-08  1.35233759e-07
 3.19464635e-08  3.19464635e-08  4.48645855e-02  1.15579609e-01  1.71773693e-01  1.62282604e-08  6.24577289e-08  1.36358492e-07
 3.19465183e-08  3.19465183e-08  4.80075011e-02  1.23677130e-01  1.83808514e-01  1.63274243e-08  6.29452618e-08  1.37483246e-07
 3.19465695e-08  3.19465695e-08  5.13705685e-02  1.32342026e-01  1.96686649e-01  1.64265895e-08  6.34328047e-08  1.38608027e-07
 3.19466174e-08  3.19466174e-08  5.49692037e-02  1.41614068e-01  2.10467224e-01  1.65257563e-08  6.39203590e-08  1.39732835e-07
