 time            time            v(n1)           v(n2)           v(n3)           i(L1)           i(L2)           i(L3)
 2.55417389e+02  2.55417389e+02 -4.28967402e-03 -5.68596920e-03  1.15793623e-02 -2.95869064e-02  6.30082849e-03 -3.76043983e-02
 2.55454157e+02  2.55454157e+02 -3.19976793e-03 -5.89613499e-03  1.28625865e-02 -2.97294995e-02  5.17878645e-03 -3.24630014e-02
 2.55490451e+02  2.55490451e+02 -2.11983128e-03 -6.06225408e-03  1.39350486e-02 -2.98197084e-02  4.03660225e-03 -2.69148174e-02
 2.55523229e+02  2.55523229e+02 -1.14246661e-03 -6.17603899e-03  1.47254026e-02 -2.98579597e-02  2.98193125e-03 -2.15660878e-02
 2.55550322e+02  2.55550322e+02 -3.34130040e-04 -6.24362804e-03  1.52442279e-02 -2.98586062e-02  2.09788242e-03 -1.69480057e-02
 2.55573325e+02  2.55573325e+02  3.51974291e-04 -6.28200094e-03  1.55856983e-02 -2.98371697e-02  1.34124646e-03 -1.29167522e-02
 2.55592806e+02  2.55592806e+02  9.32508830e-04 -6.30074759e-03  1.58020108e-02 -2.98032456e-02  6.97833880e-04 -9.44254121e-03
 2.55610496e+02  2.55610496e+02  1.45896005e-03 -6.30680585e-03  1.59395954e-02 -2.97599366e-02  1.12748485e-04 -6.25391344e-03
 2.55629038e+02  2.55629038e+02  2.00983675e-03 -6.30194617e-03  1.60230968e-02 -2.97017921e-02 -5.00219386e-04 -2.89054628e-03
 2.55642001e+02  2.55642001e+02  2.39424480e-03 -6.29173823e-03  1.60444022e-02 -2.96534121e-02 -9.27995151e-04 -5.32713696e-04
 2.55654285e+02  2.55654285e+02  2.75791049e-03 -6.27690411e-03  1.60363860e-02 -2.96017068e-02 -1.33239937e-03  1.70183808e-03
 2.55666967e+02  2.55666967e+02  3.13263554e-03 -6.25633870e-03  1.59993332e-02 -2.95423621e-02 -1.74851090e-03  4.00438529e-03
 2.55683241e+02  2.55683241e+02  3.61231965e-03 -6.22217001e-03  1.59091092e-02 -2.94573537e-02 -2.27981011e-03  6.94538492e-03
 2.55702053e+02  2.55702053e+02  4.16495029e-03 -6.17185285e-03  1.57454734e-02 -2.93467314e-02 -2.88926862e-03  1.03147293e-02
 2.55724256e+02  2.55724256e+02  4.81425096e-03 -6.09769584e-03  1.54715389e-02 -2.91992129e-02 -3.60052401e-03  1.42315127e-02
 2.55748576e+02  2.55748576e+02  5.52142547e-03 -5.99836463e-03  1.50730243e-02 -2.90166702e-02 -4.36757769e-03  1.84235839e-02
 2.55775566e+02  2.55775566e+02  6.30059666e-03 -5.86640256e-03  1.45137670e-02 -2.87886466e-02 -5.20120916e-03  2.29225862e-02
 2.55804426e+02  2.55804426e+02  7.12646429e-03 -5.70062357e-03  1.37849671e-02 -2.85154669e-02 -6.06864108e-03  2.75154879e-02
 2.55835673e+02  2.55835673e+02  8.01111268e-03 -5.49330549e-03  1.28517747e-02 -2.81858777e-02 -6.97553107e-03  3.21860416e-02
 2.55868863e+02  2.55868863e+02  8.93882525e-03 -5.24264960e-03  1.17080599e-02 -2.77977581e-02 -7.89708721e-03  3.67485994e-02
 2.55904515e+02  2.55904515e+02  9.92011359e-03 -4.94023800e-03  1.03211414e-02 -2.73379150e-02 -8.83308868e-03  4.11300732e-02
 2.55938242e+02  2.55938242e+02  1.08326113e-02 -4.62433016e-03  8.87527810e-03 -2.68626345e-02 -9.66195422e-03  4.47280610e-02
 2.55968539e+02  2.55968539e+02  1.16381317e-02 -4.31741346e-03  7.48050165e-03 -2.64029176e-02 -1.03556361e-02  4.74700999e-02
 2.55995758e+02  2.55995758e+02  1.23496165e-02 -4.02427270e-03  6.16200800e-03 -2.59639188e-02 -1.09349977e-02  4.95142295e-02
 2.56020508e+02  2.56020508e+02  1.29859531e-02 -3.74444694e-03  4.91897231e-03 -2.55437750e-02 -1.14238113e-02  5.10132003e-02
 2.56043087e+02  2.56043087e+02  1.35571962e-02 -3.47896218e-03  3.75590408e-03 -2.51433882e-02 -1.18367858e-02  5.20724292e-02
 2.56063437e+02  2.56063437e+02  1.40641915e-02 -3.23194799e-03  2.68953657e-03 -2.47687548e-02 -1.21811409e-02  5.27698110e-02
 2.56081295e+02  2.56081295e+02  1.45027385e-02 -3.00959212e-03  1.74369285e-03 -2.44294177e-02 -1.24609656e-02  5.31780558e-02
 2.56096284e+02  2.56096284e+02  1.48661081e-02 -2.81921112e-03  9.45115079e-04 -2.41370692e-02 -1.26793535e-02  5.33725081e-02
 2.56108402e+02  2.56108402e+02  1.51566512e-02 -2.66296138e-03  2.97837367e-04 -2.38957589e-02 -1.28447323e-02  5.34304182e-02
 2.56120372e+02  2.56120372e+02  1.54407442e-02 -2.50671541e-03 -3.41746794e-04 -2.36531039e-02 -1.29981342e-02  5.34003230e-02
 2.56132811e+02  2.56132811e+02  1.57328811e-02 -2.34246423e-03 -1.00548051e-03 -2.33964497e-02 -1.31469511e-02  5.32771842e-02
 2.56148159e+02  2.56148159e+02  1.60888602e-02 -2.13740287e-03 -1.82118689e-03 -2.30735960e-02 -1.33154860e-02  5.29966840e-02
 2.56166673e+02  2.56166673e+02  1.65115900e-02 -1.88685514e-03 -2.79744626e-03 -2.26751679e-02 -1.34963793e-02  5.24706509e-02
 2.56188036e+02  2.56188036e+02  1.69900766e-02 -1.59399321e-03 -3.90877892e-03 -2.22034472e-02 -1.36743235e-02  5.16116970e-02
 2.56212053e+02  2.56212053e+02  1.75157529e-02 -1.26082087e-03 -5.13190478e-03 -2.16581771e-02 -1.38345679e-02  5.03298107e-02
 2.56238343e+02  2.56238343e+02  1.80759415e-02 -8.92484108e-04 -6.43006690e-03 -2.10435799e-02 -1.39612832e-02  4.85532462e-02
 2.56266874e+02  2.56266874e+02  1.86652873e-02 -4.90007182e-04 -7.77934047e-03 -2.03563057e-02 -1.40408759e-02  4.62006929e-02
 2.56288155e+02  2.56288155e+02  1.90919693e-02 -1.88831501e-04 -8.73913408e-03 -1.98303006e-02 -1.40609028e-02  4.41694572e-02
 2.56306476e+02  2.56306476e+02  1.94502822e-02  7.05316919e-05 -9.52945855e-03 -1.93685519e-02 -1.40512207e-02  4.22399436e-02
 2.56325793e+02  2.56325793e+02  1.98188436e-02  3.43498501e-04 -1.03228990e-02 -1.88730278e-02 -1.40141000e-02  4.00335464e-02
 2.56346199e+02  2.56346199e+02  2.01976822e-02  6.30682181e-04 -1.11128109e-02 -1.83401871e-02 -1.39450300e-02  3.75218556e-02
 2.56373566e+02  2.56373566e+02  2.06885035e-02  1.01279739e-03 -1.20875973e-02 -1.76109519e-02 -1.38046798e-02  3.38842662e-02
 2.56403174e+02  2.56403174e+02  2.11967388e-02  1.42068831e-03 -1.30246202e-02 -1.68039528e-02 -1.35921122e-02  2.96357200e-02
 2.56433568e+02  2.56433568e+02  2.16933566e-02  1.83166724e-03 -1.38506928e-02 -1.59568514e-02 -1.33094728e-02  2.49781938e-02
 2.56461518e+02  2.56461518e+02  2.21271020e-02  2.20108950e-03 -1.44820931e-02 -1.51620516e-02 -1.29932821e-02  2.04704185e-02
 2.56486687e+02  2.56486687e+02  2.24985744e-02  2.52560751e-03 -1.49410551e-02 -1.44339670e-02 -1.26635815e-02  1.62592855e-02
 2.56509241e+02  2.56509241e+02  2.28158121e-02  2.80897226e-03 -1.52612895e-02 -1.37720881e-02 -1.23329389e-02  1.23887719e-02
 2.56529384e+02  2.56529384e+02  2.30864573e-02  3.05547684e-03 -1.54729389e-02 -1.31738237e-02 -1.20103386e-02  8.87359600e-03
 2.56547035e+02  2.56547035e+02  2.33137046e-02  3.26600853e-03 -1.55999284e-02 -1.26442250e-02 -1.17070320e-02  5.76079627e-03
 2.56561870e+02  2.56561870e+02  2.34974397e-02  3.43872124e-03 -1.56640347e-02 -1.21954831e-02 -1.14376570e-02  3.12986696e-03
 2.56573966e+02  2.56573966e+02  2.36423295e-02  3.57656568e-03 -1.56873688e-02 -1.18271829e-02 -1.12084566e-02  9.79273035e-04
 2.56585956e+02  2.56585956e+02  2.37815504e-02  3.71044125e-03 -1.56847904e-02 -1.14600671e-02 -1.09730079e-02 -1.15311501e-03
 2.56598389e+02  2.56598389e+02  2.39212591e-02  3.84625259e-03 -1.56550961e-02 -1.10773175e-02 -1.07203925e-02 -3.36097563e-03
 2.56613944e+02  2.56613944e+02  2.40893323e-02  4.01168240e-03 -1.55793250e-02 -1.05956227e-02 -1.03925648e-02 -6.11210251e-03
 2.56632477e+02  2.56632477e+02  2.42797839e-02  4.20202754e-03 -1.54333690e-02 -1.00177742e-02 -9.98546097e-03 -9.36373333e-03
 2.56654012e+02  2.56654012e+02  2.44875973e-02  4.41358285e-03 -1.51886074e-02 -9.34129095e-03 -9.49085136e-03 -1.30902192e-02
 2.56678054e+02  2.56678054e+02  2.47023413e-02  4.63701014e-03 -1.48216475e-02 -8.58014700e-03 -8.91276352e-03 -1.71619049e-02
 2.56704484e+02  2.56704484e+02  2.49172467e-02  4.86642599e-03 -1.43072151e-02 -7.73682978e-03 -8.24779712e-03 -2.15000270e-02
 2.56733054e+02  2.56733054e+02  2.51244238e-02  5.09450823e-03 -1.36252778e-02 -6.81835636e-03 -7.49710867e-03 -2.59889703e-02
 2.56763792e+02  2.56763792e+02  2.53179718e-02  5.31587730e-03 -1.27529953e-02 -5.82322891e-03 -6.65608431e-03 -3.05408491e-02
 2.56796647e+02  2.56796647e+02  2.54909812e-02  5.52392254e-03 -1.16726151e-02 -4.75297918e-03 -5.72359904e-03 -3.50351553e-02
 2.56831775e+02  2.56831775e+02  2.56370420e-02  5.71263103e-03 -1.03633953e-02 -3.60273463e-03 -4.69409370e-03 -3.93573848e-02
 2.56869317e+02  2.56869317e+02  2.57484803e-02  5.87467475e-03 -8.80896946e-03 -2.36865142e-03 -3.56405817e-03 -4.33603718e-02
 2.56904007e+02  2.56904007e+02  2.58103156e-02  5.98723002e-03 -7.25033479e-03 -1.22571870e-03 -2.49918575e-03 -4.64433216e-02
 2.56933183e+02  2.56933183e+02  2.58316868e-02  6.05383608e-03 -5.86340389e-03 -2.63760732e-04 -1.59283592e-03 -4.85487500e-02
 2.56958142e+02  2.56958142e+02  2.58277470e-02  6.09028088e-03 -4.63215293e-03  5.58864484e-04 -8.12778167e-04 -4.99800110e-02
 2.56976893e+02  2.56976893e+02  2.58113120e-02  6.10514489e-03 -3.68522590e-03  1.17630482e-03 -2.25399276e-04 -5.08242953e-02
 2.56994725e+02  2.56994725e+02  2.57849671e-02  6.10929601e-03 -2.77133318e-03  1.76272670e-03  3.33115058e-04 -5.14393302e-02
 2.57013440e+02  2.57013440e+02  2.57460996e-02  6.10318811e-03 -1.80216622e-03  2.37710158e-03  9.18104032e-04 -5.18850308e-02
 2.57029569e+02  2.57029569e+02  2.57034009e-02  6.08934116e-03 -9.61491302e-04  2.90549673e-03  1.42053394e-03 -5.21036910e-02
 2.57042032e+02  2.57042032e+02  2.56645830e-02  6.07321555e-03 -3.10030635e-04  3.31297498e-03  1.80724045e-03 -5.21673025e-02
 2.57054063e+02  2.57054063e+02  2.56223023e-02  6.05317766e-03  3.19176248e-04  3.70558812e-03  2.17897205e-03 -5.21414402e-02
 2.57066632e+02  2.57066632e+02  2.55731018e-02  6.02757607e-03  9.75574936e-04  4.11485388e-03  2.56531892e-03 -5.20229261e-02
 2.57081777e+02  2.57081777e+02  2.55069975e-02  5.99042309e-03  1.76358259e-03  4.60673357e-03  3.02774080e-03 -5.17563031e-02
 2.57100346e+02  2.57100346e+02  2.54158167e-02  5.93554973e-03  2.72226562e-03  5.20763331e-03  3.58921728e-03 -5.12460429e-02
 2.57121541e+02  2.57121541e+02  2.52981496e-02  5.86049966e-03  3.80203678e-03  5.89031296e-03  4.22159562e-03 -5.04196377e-02
 2.57145609e+02  2.57145609e+02  2.51470617e-02  5.75946747e-03  5.00275134e-03  6.66089341e-03  4.92696151e-03 -4.91717414e-02
 2.57171789e+02  2.57171789e+02  2.49617598e-02  5.63084845e-03  6.26942699e-03  7.49285352e-03  5.67659250e-03 -4.74507621e-02
 2.57200359e+02  2.57200359e+02  2.47348211e-02  5.46877938e-03  7.59384463e-03  8.39254745e-03  6.47083324e-03 -4.51567511e-02
 2.57230886e+02  2.57230886e+02  2.44640994e-02  5.27135606e-03  8.92906611e-03  9.34339906e-03  7.28855074e-03 -4.22503887e-02
 2.57263694e+02  2.57263694e+02  2.41410201e-02  5.03235545e-03  1.02565317e-02  1.03519537e-02  8.12757394e-03 -3.86384772e-02
 2.57298617e+02  2.57298617e+02  2.37610542e-02  4.74889620e-03  1.15299441e-02  1.14088451e-02  8.97061953e-03 -3.42876392e-02
 2.57336060e+02  2.57336060e+02  2.33130419e-02  4.41370233e-03  1.27163915e-02  1.25211314e-02  9.81168517e-03 -2.91117802e-02
 2.57370573e+02  2.57370573e+02  2.28635365e-02  4.07801121e-03  1.36313916e-02  1.35256378e-02  1.05248129e-02 -2.39394162e-02
 2.57399593e+02  2.57399593e+02  2.24589291e-02  3.77731947e-03  1.42595073e-02  1.43538138e-02  1.10754373e-02 -1.93411040e-02
 2.57424416e+02  2.57424416e+02  2.20938591e-02  3.50773650e-03  1.46895464e-02  1.50496115e-02  1.15091417e-02 -1.52611608e-02
 2.57446342e+02  2.57446342e+02  2.17570987e-02  3.26083399e-03  1.49844391e-02  1.56540563e-02  1.18625057e-02 -1.15691760e-02
 2.57465980e+02  2.57465980e+02  2.14442755e-02  3.03321421e-03  1.51794246e-02  1.61870317e-02  1.21546103e-02 -8.20964568e-03
 2.57483238e+02  2.57483238e+02  2.11607600e-02  2.82848992e-03  1.52960906e-02  1.66486394e-02  1.23918343e-02 -5.22828712e-03
 2.57497651e+02  2.57497651e+02  2.09178904e-02  2.65437509e-03  1.53539987e-02  1.70291728e-02  1.25757376e-02 -2.72511584e-03
 2.57509735e+02  2.57509735e+02  2.07100431e-02  2.50633282e-03  1.53747003e-02  1.73446473e-02  1.27198108e-02 -6.21704463e-04
 2.57521858e+02  2.57521858e+02  2.04977207e-02  2.35606054e-03  1.53698983e-02  1.76577727e-02  1.28549526e-02  1.48860749e-03
 2.57534297e+02  2.57534297e+02  2.02759175e-02  2.20014421e-03  1.53383625e-02  1.79755407e-02  1.29837547e-02  3.65049127e-03
 2.57550783e+02  2.57550783e+02  1.99759017e-02  1.99105295e-03  1.52551807e-02  1.83910386e-02  1.31388839e-02  6.50298639e-03
 2.57569446e+02  2.57569446e+02  1.96280487e-02  1.75130235e-03  1.51044669e-02  1.88534907e-02  1.32928659e-02  9.70449655e-03
 2.57591774e+02  2.57591774e+02  1.92006741e-02  1.46081254e-03  1.48462584e-02  1.93953969e-02  1.34465841e-02  1.34785775e-02
 2.57615948e+02  2.57615948e+02  1.87244884e-02  1.14258811e-03  1.44728334e-02  1.99678083e-02  1.35752247e-02  1.74729704e-02
 2.57642995e+02  2.57642995e+02  1.81755272e-02  7.83067839e-04  1.39426092e-02  2.05901479e-02  1.36722538e-02  2.17977345e-02
 2.57671728e+02  2.57671728e+02  1.75742155e-02  3.98534364e-04  1.32543486e-02  2.12297108e-02  1.37208302e-02  2.61871535e-02
 2.57692154e+02  2.57692154e+02  1.71356586e-02  1.24257001e-04  1.26897340e-02  2.16705849e-02  1.37211721e-02  2.91606141e-02
 2.57710854e+02  2.57710854e+02  1.67263584e-02 -1.26929348e-04  1.21205299e-02  2.20638855e-02  1.36965897e-02  3.17617483e-02
 2.57730407e+02  2.57730407e+02  1.62905789e-02 -3.89170822e-04  1.14745254e-02  2.24644304e-02  1.36455063e-02  3.43456485e-02
 2.57753194e+02  2.57753194e+02  1.57730328e-02 -6.93513836e-04  1.06602164e-02  2.29170923e-02  1.35534286e-02  3.71656002e-02
 2.57781393e+02  2.57781393e+02  1.51185832e-02 -1.06709093e-03  9.56826786e-03  2.34558273e-02  1.33914411e-02  4.03463798e-02
 2.57813236e+02  2.57813236e+02  1.43618156e-02 -1.48311102e-03  8.23525804e-03  2.40350266e-02  1.31455827e-02  4.34950231e-02
 2.57843439e+02  2.57843439e+02  1.36274414e-02 -1.87023779e-03  6.88572806e-03  2.45552442e-02  1.28518645e-02  4.60188544e-02
 2.57870777e+02  2.57870777e+02  1.29495368e-02 -2.21294001e-03  5.60400385e-03  2.50011563e-02  1.25363722e-02  4.78944280e-02
