 time            time            v(n1)           v(n2)           v(n3)           i(L1)           i(L2)           i(L3)
 1.58518523e-04  1.58518523e-04  1.67251502e-03  3.27833907e-05  8.85128338e-07  5.12078052e-06  1.61966885e-07  7.36354087e-09
 1.65739818e-04  1.65739818e-04  1.90646471e-03  3.72589404e-05  9.98625542e-07  6.10792067e-06  1.92732452e-07  8.71986711e-09
 1.73308868e-04  1.73308868e-04  2.17327178e-03  4.23355244e-05  1.12555750e-06  7.28720228e-06  2.29346355e-07  1.03211591e-08
 1.81243649e-04  1.81243649e-04  2.47751994e-03  4.80900292e-05  1.26719009e-06  8.69630353e-06  2.72912282e-07  1.22097181e-08
 1.89566302e-04  1.89566302e-04  2.82455048e-03  5.46105192e-05  1.42487392e-06  1.03809955e-05  3.24758524e-07  1.44353328e-08
 1.98298481e-04  1.98298481e-04  3.22037605e-03  6.19936912e-05  1.59993087e-06  1.23959073e-05  3.86452122e-07  1.70550936e-08
 2.07465616e-04  2.07465616e-04  3.67195814e-03  7.03489322e-05  1.79368932e-06  1.48072976e-05  4.59871543e-07  2.01354638e-08
 2.17093817e-04  2.17093817e-04  4.18718570e-03  7.97964473e-05  2.00736163e-06  1.76947094e-05  5.47240516e-07  2.37523408e-08
 2.27213002e-04  2.27213002e-04  4.77516112e-03  9.04706781e-05  2.24202677e-06  2.11546752e-05  6.51218381e-07  2.79930371e-08
 2.37854950e-04  2.37854950e-04  5.44625034e-03  1.02518827e-04  2.49847679e-06  2.53037153e-05  7.74960687e-07  3.29564058e-08
 2.49055740e-04  2.49055740e-04  6.21239790e-03  1.16103507e-04  2.77712619e-06  3.02835855e-05  9.22236357e-07  3.87544728e-08
 2.60854711e-04  2.60854711e-04  7.08726303e-03  1.31401231e-04  3.07779477e-06  3.62663981e-05  1.09752560e-06  4.55122033e-08
 2.73296582e-04  2.73296582e-04  8.08659221e-03  1.48603901e-04  3.39950843e-06  4.34624647e-05  1.30617738e-06  5.33681774e-08
 2.86431259e-04  2.86431259e-04  9.22846844e-03  1.67916507e-04  3.74016773e-06  5.21289399e-05  1.55456080e-06  6.24730728e-08
 3.00316029e-04  3.00316029e-04  1.05337861e-02  1.89556570e-04  4.09618057e-06  6.25821946e-05  1.85028363e-06  7.29880534e-08
 3.15016370e-04  3.15016370e-04  1.20266659e-02  2.13749617e-04  4.46193534e-06  7.52126695e-05  2.20242315e-06  8.50800016e-08
 3.30608795e-04  3.30608795e-04  1.37351129e-02  2.40724664e-04  4.82916421e-06  9.05056344e-05  2.62184006e-06  9.89147603e-08
 3.46397653e-04  3.46397653e-04  1.55957324e-02  2.69259061e-04  5.17024658e-06  1.08129445e-04  3.09654641e-06  1.13879813e-07
