row_type,case_id,name,time_s,v_in,v_mid,v_out,i_src,i_bias,family,cleanup_topology
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.067983730389309e-07,3.067983730389309e-07,0.9718360855474967,1.2123198334250944,-0.2837092711721988,-0.008860363507086001,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.106333527019175e-07,3.106333527019175e-07,-0.09351764867016277,-1.9338935539183286,0.41135430983817955,0.0034127316944219596,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.1446833236490414e-07,3.1446833236490414e-07,-1.0014020508794084,-0.24532141448834707,-0.19215458089104878,0.011675257049712293,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.183033120278908e-07,3.183033120278908e-07,-0.4987496386171817,-0.09755707052428877,0.056011989887014786,0.006187285179792191,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.2213829169087744e-07,3.2213829169087744e-07,0.7334676333013014,0.6232939633508136,0.005868976337209359,-0.006352871533227741,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.2597327135386406e-07,3.2597327135386406e-07,0.9056609312589515,1.381636740222859,-0.08731136614374775,-0.011915312242569736,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.2980825101685074e-07,3.2980825101685074e-07,-0.18525462118815128,-1.1331037786208231,0.25720469570040116,-0.0031768957562570664,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.3364323067983736e-07,3.3364323067983736e-07,-0.8064685989653236,-0.9486696287569525,-0.22370183154060497,0.011958353700376402,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.37478210342824e-07,3.37478210342824e-07,-0.8453924075283556,0.15759124470685767,0.13807574306176582,0.007206620008068177,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.413131900058106e-07,3.413131900058106e-07,0.2286036189701769,0.21279502526936483,-0.08187186167969912,-0.006532671477810066,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.451481696687973e-07,3.451481696687973e-07,1.483849460450921,1.4141454976434389,0.08254058120957883,-0.0071332161823044775,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.489831493317839e-07,3.489831493317839e-07,0.2642556703679095,-0.1762851612835155,-0.07117513808163785,-0.004265852719934537,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.528181289947705e-07,3.528181289947705e-07,-1.1698951105878905,-1.6470142646475139,-0.07765984084695007,0.005325154131668952,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.5665310865775714e-07,3.5665310865775714e-07,-0.7343780082121261,0.35760772863888735,0.13826387050636496,0.011749155822846762,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.604880883207438e-07,3.604880883207438e-07,-0.29998347802723807,-0.14113896454885536,-0.12112234258818354,-0.006358435389779468,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.6432306798373044e-07,3.6432306798373044e-07,1.5570141173933811,1.3456499296427136,0.15287276874374098,-0.005931664516645911,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.6815804764671706e-07,3.6815804764671706e-07,0.9005823787930719,0.5970902543328334,-0.3395655726548183,-0.0030236522686953324,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.7199302730970373e-07,3.7199302730970373e-07,-1.2927081760346162,-2.1242545287949604,0.20510047184986935,-4.04238075179009e-05,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.7582800697269036e-07,3.7582800697269036e-07,-0.8133003241023469,0.35210074964858595,0.01704579823860175,0.013118192774318945,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.79662986635677e-07,3.79662986635677e-07,-0.5202915162147062,-0.28542168112318794,-0.08177319647783908,-0.002878673118131209,dual_path_phase_matched_line,extraction_plus_rejection
spice_electrical_412_race_timeseries,e015,e015_dual_path_phase_matched_line_128c_100ohm_extraction_plus_rejection,3.834979662986636e-07,3.834979662986636e-07,1.2537761859339454,1.1641670636860961,0.12835564932848909,-0.007056530087221598,dual_path_phase_matched_line,extraction_plus_rejection
